CTCF	EP300	GABPA	MAFK	NFE2L2	REST
GLIPR1L2	1	0	1	2	0	0
GLIPR1	3	0	1	2	0	0
KRR1	3	0	1	3	0	0
NAP1L1	2	0	0	0	0	0
BBS10	3	1	1	2	0	0
OSBPL8	1	0	0	0	0	0
ZDHHC17	0	2	0	2	0	0
CSRP2	4	0	0	0	0	0
E2F7	1	1	0	0	0	0
SYT1	0	1	0	0	0	0
PAWR	2	1	1	2	1	0
PPP1R12A	1	1	0	1	0	0
PTPRQ	3	0	0	0	0	0
MYF6	1	0	1	0	0	0
LIN7A	0	0	0	0	0	0
PPFIA2	1	0	0	0	0	0
METTL25	3	1	0	1	0	0
CCDC59	3	1	0	1	0	0
TMTC2	2	1	0	0	0	0
SLC6A15	1	2	0	3	0	0
TSPAN19	1	4	0	1	0	0
LRRIQ1	1	4	0	1	0	0
ALX1	0	0	1	1	1	0
RASSF9	2	3	0	1	0	0
NTS	2	3	0	0	0	0
C12orf29	2	0	1	1	0	0
CEP290	0	0	0	2	1	0
TMTC3	0	0	0	2	1	0
KITLG	3	0	0	0	0	0
DUSP6	0	3	2	0	0	1
GALNT4	4	0	0	0	0	1
POC1B	4	0	0	0	0	1
POC1B-GALNT4	4	0	0	0	0	1
ATP2B1	0	1	0	0	0	0
CCER1	4	0	0	0	0	0
LUM	1	0	0	0	0	0
DCN	1	0	0	0	0	0
BTG1	1	3	1	0	1	1
C12orf74	2	0	0	1	0	0
EEA1	3	1	1	1	0	0
NUDT4	2	0	0	1	0	0
UBE2N	3	0	1	1	0	1
MRPL42	3	0	1	0	0	1
SOCS2	4	1	1	0	0	0
CRADD	1	1	1	2	0	0
PLXNC1	5	1	0	0	0	1
TMCC3	1	1	0	0	0	0
NDUFA12	0	0	1	1	0	0
NR2C1	2	1	2	1	0	0
FGD6	2	3	0	4	1	0
VEZT	2	3	0	4	1	0
METAP2	0	0	1	1	1	0
USP44	2	0	0	2	0	0
NTN4	3	4	0	2	0	1
SNRPF	5	1	0	2	0	0
AMDHD1	4	0	1	1	0	0
HAL	5	2	1	2	0	0
LTA4H	7	2	1	1	0	0
ELK3	1	0	1	0	1	1
CDK17	1	8	1	1	1	1
NEDD1	1	0	1	0	0	1
TMPO	4	3	2	0	0	0
SLC25A3	2	0	0	1	1	0
IKBIP	0	0	1	1	0	0
APAF1	0	0	1	1	0	0
ANKS1B	0	0	0	0	0	0
UHRF1BP1L	4	0	0	0	0	0
SCYL2	2	0	1	0	0	0
NR1H4	0	0	0	0	0	1
GAS2L3	1	0	0	0	0	1
ANO4	1	0	0	0	0	1
SLC5A8	1	0	0	1	0	0
UTP20	1	0	0	0	0	0
ARL1	1	1	0	1	0	0
SPIC	1	0	0	0	0	0
MYBPC1	1	0	0	0	0	0
CHPT1	2	0	0	0	0	0
GNPTAB	5	0	0	0	0	0
DRAM1	4	1	0	1	0	0
CCDC53	1	0	1	2	0	0
NUP37	1	0	1	0	0	0
PARPBP	1	0	1	0	0	0
PMCH	2	0	0	0	0	0
IGF1	1	0	0	1	0	0
PAH	3	0	0	0	0	0
ASCL1	1	0	0	0	0	0
C12orf42	2	0	0	0	0	0
STAB2	4	0	0	1	0	0
NT5DC3	4	2	0	0	0	0
HSP90B1	1	1	3	3	0	1
C12orf73	0	1	3	3	0	1
TDG	0	2	3	3	0	1
GLT8D2	2	0	0	0	0	0
HCFC2	2	0	0	0	0	0
NFYB	3	4	0	0	0	0
TXNRD1	6	5	0	1	2	0
EID3	2	4	0	2	2	1
CHST11	2	0	0	0	0	1
SLC41A2	1	2	0	1	1	0
C12orf45	1	2	0	2	1	0
ALDH1L2	1	0	1	1	1	0
APPL2	3	1	1	0	0	2
C12orf75	3	0	0	0	0	0
NUAK1	2	2	0	0	0	0
CKAP4	4	0	0	1	0	0
TCP11L2	5	1	0	0	0	0
POLR3B	5	1	1	1	0	0
RFX4	0	0	0	0	0	0
RIC8B	0	1	1	0	0	0
CRY1	6	0	0	1	0	0
BTBD11	0	0	0	0	0	0
PWP1	4	0	0	2	3	0
PRDM4	0	0	1	2	0	0
WSCD2	0	0	0	0	0	0
CMKLR1	3	0	0	0	0	1
FICD	6	1	2	0	0	1
SART3	5	1	2	1	0	0
ISCU	5	1	2	1	0	0
TMEM119	6	3	3	3	0	1
SELPLG	5	3	2	2	1	1
CORO1C	3	1	2	0	0	0
SSH1	4	4	0	3	2	2
USP30	0	1	1	0	1	1
ALKBH2	4	2	2	0	1	0
UNG	4	2	2	0	1	0
ACACB	4	1	1	0	0	0
FOXN4	4	0	0	0	0	1
KCTD10	5	0	2	0	0	0
UBE3B	5	0	2	0	0	0
MMAB	2	0	0	0	0	1
MVK	2	0	0	0	0	1
TRPV4	8	0	0	0	0	0
GLTP	6	2	0	0	0	0
TCHP	5	2	0	0	0	0
GIT2	2	0	2	1	0	0
ANKRD13A	2	1	3	1	0	0
IFT81	3	0	1	1	0	0
ATP2A2	1	0	0	1	0	2
ANAPC7	4	0	1	0	0	0
ARPC3	4	0	1	0	0	0
FAM216A	6	1	1	0	1	0
GPN3	6	1	1	0	1	0
VPS29	3	1	0	0	1	0
RAD9B	3	1	0	0	1	0
PPTC7	4	0	0	0	0	0
TCTN1	3	0	0	0	0	0
HVCN1	2	0	0	0	0	0
PPP1CC	2	0	1	0	0	0
MYL2	4	0	0	0	0	0
CUX2	1	0	0	0	0	0
FAM109A	3	4	1	1	0	0
ATXN2	1	1	1	0	0	0
BRAP	5	0	1	0	0	0
ACAD10	5	0	1	0	0	0
ALDH2	3	0	0	1	0	0
MAPKAPK5	2	0	0	0	1	0
TMEM116	0	1	1	1	1	0
ERP29	0	1	1	1	1	0
NAA25	1	3	2	3	1	0
TRAFD1	2	3	3	3	1	0
PTPN11	2	0	3	0	1	0
RPL6	2	0	3	0	1	0
RPH3A	3	0	0	1	1	2
OAS1	2	0	1	6	0	5
OAS3	2	0	1	5	0	4
OAS2	5	0	1	1	0	1
DTX1	4	0	1	0	0	1
RASAL1	5	0	1	1	0	0
DDX54	4	3	0	0	0	0
RITA1	4	3	0	0	0	0
IQCD	2	3	0	0	0	0
TPCN1	2	3	0	0	0	0
SLC8B1	5	0	1	0	0	2
PLBD2	5	0	1	0	0	2
SDS	5	0	1	0	0	3
SDSL	7	0	1	0	0	1
LHX5	5	0	1	0	0	2
RBM19	8	0	1	0	0	1
TBX5	0	0	0	0	0	0
TBX3	5	0	0	1	0	0
MED13L	2	0	0	1	0	0
MAP1LC3B2	2	3	0	0	0	1
C12orf49	8	0	1	0	1	0
RNFT2	7	0	1	0	1	0
HRK	3	0	2	0	0	2
FBXW8	4	0	2	0	0	1
TESC	2	1	0	0	0	0
FBXO21	6	2	0	1	0	1
NOS1	1	0	0	0	0	0
KSR2	0	0	1	0	0	0
RFC5	4	1	1	0	0	2
WSB2	4	1	1	0	0	3
VSIG10	3	0	0	0	0	3
PEBP1	4	0	0	0	0	1
TAOK3	3	1	1	0	0	1
SUDS3	3	1	1	0	0	1
SRRM4	3	0	0	0	0	1
HSPB8	2	2	0	1	1	1
CCDC60	1	0	0	0	0	1
TMEM233	2	0	0	0	0	0
PRKAB1	5	0	1	0	0	0
CIT	3	1	1	0	0	1
RAB35	1	3	0	3	4	0
RPLP0	9	6	3	7	3	0
PXN	10	6	1	6	3	1
MSI1	5	0	0	0	0	0
COX6A1	6	1	2	1	1	0
TRIAP1	6	1	2	2	1	1
GATC	6	1	2	2	1	1
SRSF9	6	1	2	2	1	1
DYNLL1	6	1	2	2	1	1
COQ5	0	1	0	2	0	1
RNF10	2	1	1	2	0	1
POP5	4	0	1	0	0	0
CABP1	4	0	2	0	0	1
MLEC	5	0	2	0	0	1
UNC119B	3	0	2	0	0	0
ACADS	3	0	2	0	0	0
SPPL3	2	0	0	0	0	0
HNF1A	7	0	0	0	0	1
C12orf43	8	0	0	0	0	1
OASL	7	0	0	0	0	0
P2RX7	4	1	0	0	0	1
P2RX4	2	0	0	0	0	0
CAMKK2	1	0	0	1	0	0
ANAPC5	2	0	2	1	1	0
RNF34	2	0	2	0	1	0
KDM2B	3	0	0	0	0	0
ORAI1	4	0	0	0	0	0
TMEM120B	4	2	2	1	0	0
RHOF	9	2	3	3	1	0
SETD1B	9	2	3	3	1	0
HPD	5	1	1	0	0	0
PSMD9	5	1	1	0	0	0
MLXIP	3	0	0	0	1	0
LRRC43	7	0	0	0	0	0
B3GNT4	3	0	1	0	1	1
VPS33A	2	1	2	0	2	1
CLIP1	2	4	2	2	2	0
ZCCHC8	1	4	1	1	0	1
RSRC2	0	3	1	0	0	1
KNTC1	0	3	1	0	0	1
HCAR2	2	2	1	0	2	0
HCAR3	1	2	1	0	2	0
HCAR1	1	1	1	0	2	0
DENR	2	1	1	1	2	0
HIP1R	7	1	0	1	0	0
VPS37B	5	1	1	0	0	0
ABCB9	3	1	4	1	0	1
OGFOD2	3	1	4	1	0	1
ARL6IP4	3	1	4	1	0	1
PITPNM2	2	2	2	2	1	0
C12orf65	2	0	0	0	2	0
CDK2AP1	2	0	0	0	2	0
SBNO1	1	0	1	1	0	1
RILPL2	2	1	1	1	0	0
SNRNP35	2	1	1	1	0	0
RILPL1	1	0	0	0	0	0
TMED2	3	2	2	1	1	1
DDX55	3	2	2	1	1	1
GTF2H3	2	2	2	1	1	1
EIF2B1	2	2	2	1	1	1
TCTN2	0	1	2	0	1	0
ATP6V0A2	2	0	1	0	0	0
CCDC92	2	0	0	0	0	2
ZNF664	2	0	0	0	0	2
FAM101A	3	0	0	1	0	0
SCARB1	4	3	0	4	2	0
UBC	5	12	3	8	6	0
DHX37	5	3	1	3	0	0
BRI3BP	4	0	0	0	0	0
AACS	2	0	0	0	0	0
SLC15A4	2	0	1	0	0	1
GLT1D1	0	0	1	0	0	1
FZD10	7	9	0	3	1	0
RIMBP2	0	0	0	1	0	2
STX2	7	0	0	0	0	0
RAN	7	1	0	0	0	0
SFSWAP	1	2	1	1	0	1
MMP17	7	2	0	2	1	2
ULK1	5	2	0	3	0	1
PUS1	3	0	1	1	0	1
EP400	3	0	1	0	1	1
EP400NL	3	0	1	0	0	0
DDX51	3	1	0	1	1	1
NOC4L	3	1	0	1	1	1
FBRSL1	5	1	1	1	0	1
POLE	1	0	2	1	0	0
PXMP2	1	0	2	1	0	0
PGAM5	0	0	2	0	0	0
ANKLE2	1	0	0	0	0	0
GOLGA3	0	0	2	0	0	0
CHFR	1	0	0	0	0	0
ZNF605	1	0	2	1	0	0
ZNF26	0	0	2	1	0	0
ZNF84	0	0	2	0	0	0
ZNF140	0	0	2	0	0	1
ZNF891	0	0	0	0	0	1
ZNF10	0	0	0	0	0	1
ZNF268	1	0	1	0	0	0
TUBA3C	1	0	0	0	0	0
MPHOSPH8	2	0	1	2	0	0
PSPC1	2	0	0	0	0	0
ZMYM5	3	0	0	0	0	0
ZMYM2	2	0	0	0	0	0
GJA3	4	0	0	1	1	0
GJB2	4	0	0	1	1	0
GJB6	3	0	0	0	0	0
CRYL1	3	0	0	0	1	0
IFT88	0	0	0	0	1	0
IL17D	3	0	0	0	0	0
XPO4	2	1	0	0	0	0
LATS2	2	2	0	0	0	0
SKA3	1	0	0	0	0	0
ZDHHC20	2	0	0	0	0	0
MICU2	3	0	0	0	0	0
FGF9	2	0	0	0	0	0
SGCG	1	0	0	0	0	0
SACS	2	0	0	0	0	1
TNFRSF19	0	0	0	0	0	0
MIPEP	4	0	0	0	0	0
SPATA13	3	0	0	0	0	0
PARP4	1	0	1	0	0	0
ATP12A	4	0	0	0	0	1
RNF17	2	0	0	0	0	0
CENPJ	1	0	0	1	1	0
PABPC3	4	0	0	0	0	0
AMER2	0	0	0	0	0	0
MTMR6	2	0	1	0	0	0
ATP8A2	1	0	0	0	0	0
RNF6	1	0	1	0	0	1
CDK8	0	0	1	0	0	1
WASF3	1	0	0	0	0	1
USP12	2	1	0	1	0	0
RPL21	2	0	1	0	0	0
RASL11A	1	0	1	0	0	0
MTIF3	4	0	2	1	1	0
LNX2	2	1	0	0	0	0
POLR1D	2	1	0	0	0	0
GSX1	5	0	0	0	0	1
PDX1	2	0	0	0	0	0
CDX2	4	0	0	0	0	0
FLT3	1	0	0	0	0	0
PAN3	0	0	0	0	0	0
FLT1	0	0	0	0	0	0
POMP	1	0	1	0	0	0
SLC46A3	0	3	0	1	1	0
MTUS2	0	0	0	0	0	0
SLC7A1	0	0	0	0	0	0
UBL3	0	0	0	0	0	0
KATNAL1	1	0	0	0	0	0
HMGB1	1	1	1	0	0	1
USPL1	1	1	1	0	0	1
ALOX5AP	4	2	0	0	0	1
MEDAG	3	0	0	0	0	0
HSPH1	1	1	2	0	0	1
RXFP2	2	0	0	0	0	0
FRY	2	0	0	0	0	0
ZAR1L	3	0	0	0	0	0
BRCA2	3	0	0	0	0	0
N4BP2L1	4	0	0	0	0	0
N4BP2L2	1	0	0	0	0	0
PDS5B	1	0	0	0	0	0
KL	1	0	0	0	0	0
STARD13	1	1	0	0	1	1
RFC3	2	0	1	0	0	0
NBEA	0	0	0	0	0	3
MAB21L1	0	0	0	0	0	0
DCLK1	0	2	0	0	0	2
SOHLH2	0	0	0	0	0	0
CCDC169	3	0	0	0	1	0
CCDC169-SOHLH2	3	0	0	0	1	0
SPG20	1	0	0	0	1	0
CCNA1	2	0	0	0	0	0
SERTM1	0	0	0	0	0	0
RFXAP	3	0	0	0	0	0
SMAD9	0	0	0	0	0	0
ALG5	2	1	1	0	0	0
EXOSC8	2	1	1	0	0	0
SUPT20H	1	0	1	0	0	0
POSTN	1	0	0	0	0	0
TRPC4	0	0	0	0	0	0
UFM1	0	0	1	0	0	0
FREM2	0	0	0	0	0	1
PROSER1	3	0	1	0	0	0
NHLRC3	3	0	1	0	0	0
LHFP	2	0	0	0	0	0
COG6	2	0	0	1	0	0
FOXO1	2	0	0	0	0	0
MRPS31	3	1	2	1	0	1
SLC25A15	3	1	2	1	0	1
ELF1	3	2	0	1	0	1
WBP4	2	2	0	1	0	1
KBTBD6	0	1	0	0	0	0
KBTBD7	1	0	0	1	0	0
MTRF1	1	0	1	0	0	0
NAA16	1	0	1	0	0	0
RGCC	1	0	0	0	0	0
VWA8	1	0	1	0	0	0
DGKH	2	0	0	0	0	0
AKAP11	0	0	0	0	0	0
TNFSF11	1	0	0	1	0	0
FAM216B	1	0	0	1	0	0
EPSTI1	2	2	0	0	0	0
DNAJC15	0	2	0	0	0	0
ENOX1	2	0	0	0	0	1
LACC1	1	0	1	1	1	0
SERP2	0	1	0	0	0	0
TSC22D1	1	0	0	0	0	0
NUFIP1	2	0	1	1	0	0
GPALPP1	2	0	1	1	0	0
GTF2F2	0	1	0	0	0	0
KCTD4	0	2	0	0	0	0
TPT1	3	2	1	1	0	0
SLC25A30	3	0	1	0	0	0
COG3	5	0	1	1	0	0
SIAH3	3	0	0	0	0	0
ZC3H13	0	0	1	0	0	0
LCP1	2	0	0	0	0	0
LRRC63	1	0	0	0	0	0
KIAA0226L	0	0	0	0	0	0
LRCH1	1	0	1	0	0	0
ESD	2	0	0	0	0	0
HTR2A	2	0	0	0	0	0
SUCLA2	1	0	1	2	0	1
NUDT15	2	0	1	3	0	1
MED4	3	0	1	1	0	0
ITM2B	2	0	0	0	1	0
RB1	0	0	1	0	1	0
LPAR6	0	0	0	1	0	0
RCBTB2	1	0	0	0	0	0
FNDC3A	0	1	0	1	0	0
CDADC1	3	0	1	0	0	0
CAB39L	2	0	1	0	0	0
SETDB2	2	0	1	0	0	0
PHF11	1	0	0	0	0	0
RCBTB1	3	0	0	1	0	0
ARL11	5	0	0	1	0	0
EBPL	4	0	0	1	0	0
KPNA3	1	0	0	0	0	0
SPRYD7	2	0	0	0	0	0
TRIM13	2	0	0	1	0	0
KCNRG	2	0	0	2	0	0
DLEU1	0	0	1	2	0	0
RNASEH2B	2	0	0	0	0	0
FAM124A	2	0	0	0	0	1
INTS6	0	0	0	1	0	1
WDFY2	1	1	2	1	0	1
DHRS12	7	1	0	0	1	1
ATP7B	2	0	1	0	0	0
ALG11	2	0	1	0	0	0
NEK5	3	0	0	0	0	0
NEK3	3	0	1	0	0	0
THSD1	1	0	1	0	0	0
VPS36	1	0	1	0	0	0
CKAP2	1	0	1	0	0	0
HNRNPA1L2	1	0	2	0	0	0
SUGT1	1	0	2	0	0	0
LECT1	0	0	0	0	0	0
PCDH8	5	0	0	0	0	0
DIAPH3	2	1	1	0	0	0
TDRD3	4	0	1	1	0	0
PCDH20	0	0	0	0	0	0
PCDH9	1	0	0	0	0	0
DACH1	1	0	0	0	0	0
BORA	0	0	1	0	0	0
MZT1	0	0	1	0	0	0
PIBF1	0	0	1	0	0	0
DIS3	0	0	1	0	0	0
KLF5	0	7	0	2	1	2
KLF12	0	0	0	0	0	0
TBC1D4	3	1	0	0	0	0
COMMD6	2	0	2	0	0	0
UCHL3	2	0	2	0	0	0
KCTD12	1	0	0	0	0	0
FBXL3	2	2	1	0	1	0
MYCBP2	1	0	1	0	0	0
SCEL	2	0	0	0	0	1
SLAIN1	0	0	0	0	0	0
EDNRB	0	0	0	0	1	0
POU4F1	1	0	0	0	0	1
RNF219	0	0	0	0	0	0
RBM26	2	0	0	0	0	0
NDFIP2	1	1	1	2	0	1
SPRY2	4	1	1	0	0	1
SLITRK6	0	1	0	0	0	0
GPC5	5	0	0	1	0	1
GPC6	1	0	0	0	0	0
DCT	1	1	1	0	0	2
TGDS	4	1	1	1	0	2
GPR180	3	0	1	1	0	0
SOX21	1	0	0	0	0	0
ABCC4	3	1	0	3	0	0
CLDN10	2	0	0	0	1	0
DZIP1	1	0	0	0	0	1
DNAJC3	2	0	0	0	0	1
UGGT2	2	0	1	0	0	0
MBNL2	2	6	0	4	0	0
RAP2A	0	0	0	0	0	0
IPO5	1	0	0	0	0	0
FARP1	1	0	0	0	0	0
STK24	2	0	0	0	0	0
SLC15A1	0	0	0	0	0	0
DOCK9	0	0	1	0	0	0
UBAC2	3	1	1	2	0	1
GPR18	2	0	0	2	0	0
GPR183	2	0	0	3	0	0
TM9SF2	1	0	2	1	0	0
CLYBL	5	0	0	0	0	0
ZIC2	1	0	1	0	0	0
PCCA	0	1	1	0	0	0
GGACT	4	0	0	0	0	0
TMTC4	4	0	0	0	0	0
NALCN	1	1	0	1	0	2
ITGBL1	2	3	0	2	0	2
TPP2	4	2	1	2	0	2
TEX30	3	0	1	0	0	1
BIVM	2	3	2	0	1	1
KDELC1	2	3	2	0	1	1
ERCC5	3	3	2	0	1	0
SLC10A2	1	0	0	0	0	0
ARGLU1	1	0	1	0	0	0
FAM155A	0	0	0	0	0	1
LIG4	3	1	2	0	0	0
ABHD13	3	1	2	0	0	0
TNFSF13B	2	0	0	0	0	1
MYO16	1	0	0	0	0	0
IRS2	3	4	0	0	1	1
COL4A1	2	2	0	1	0	2
COL4A2	2	2	0	1	0	2
RAB20	2	1	0	0	0	0
CARS2	2	0	3	0	2	2
ING1	2	2	3	0	2	2
ANKRD10	6	1	2	1	1	0
ARHGEF7	3	0	1	1	0	1
SOX1	0	0	0	0	0	0
TUBGCP3	3	1	1	0	0	0
ATP11A	2	0	0	0	0	0
MCF2L	3	0	0	0	0	0
F10	3	0	0	0	0	0
CUL4A	3	3	2	3	1	0
PCID2	3	3	2	3	1	0
LAMP1	1	1	0	0	0	0
GRTP1	3	2	1	0	0	0
ADPRHL1	6	6	2	1	0	0
DCUN1D2	6	3	2	1	0	0
TMCO3	6	3	2	1	0	0
TFDP1	2	0	0	0	0	0
TMEM255B	3	0	0	0	0	1
GAS6	2	0	0	0	0	0
RASA3	3	0	0	0	0	0
CDC16	2	2	2	0	1	0
UPF3A	1	3	3	1	0	0
CHAMP1	3	3	2	1	0	0
TTC5	3	0	1	2	0	0
CCNB1IP1	3	0	1	2	0	0
PARP2	3	0	1	2	0	0
TEP1	2	1	2	2	1	1
OSGEP	3	1	3	2	2	1
APEX1	3	1	3	2	2	1
TMEM55B	3	1	3	2	2	1
PNP	1	1	2	2	2	1
RNASE11	3	3	0	0	0	1
ANG	5	0	1	1	0	1
RNASE4	5	0	1	1	0	1
RNASE6	1	0	0	0	0	0
RNASE1	3	0	0	0	0	0
RNASE3	5	0	0	0	0	1
RNASE2	7	0	2	1	1	0
METTL17	7	0	2	1	1	0
SLC39A2	8	0	2	1	1	0
RNASE7	5	0	0	0	0	0
ARHGEF40	9	3	0	1	0	1
NDRG2	9	3	0	1	0	1
TMEM253	9	3	0	1	0	1
ZNF219	9	3	0	1	0	1
HNRNPC	1	1	1	0	0	2
SUPT16H	0	0	1	2	0	0
CHD8	3	1	3	2	0	0
RAB2B	4	2	4	3	0	0
TOX4	4	2	4	3	0	0
METTL3	3	1	2	2	0	0
SALL2	2	1	1	1	0	0
DAD1	6	2	2	1	2	0
ABHD4	7	3	2	1	1	0
OXA1L	1	0	2	0	0	1
SLC7A7	7	0	1	0	0	0
MRPL52	8	1	1	1	0	0
MMP14	8	1	1	1	0	0
LRP10	8	1	1	1	0	0
REM2	9	2	1	2	1	1
RBM23	5	2	2	2	1	1
PRMT5	5	1	2	1	1	1
HAUS4	8	1	2	2	1	1
AJUBA	7	0	1	1	0	0
C14orf93	10	0	0	2	1	1
PSMB5	10	0	0	4	1	1
CDH24	7	0	2	4	1	1
C14orf119	11	2	3	4	1	1
ACIN1	11	2	3	4	1	1
CEBPE	5	2	3	6	1	2
SLC7A8	2	1	0	3	0	2
HOMEZ	7	3	2	4	0	1
PPP1R3E	7	3	2	4	0	1
BCL2L2	7	3	2	4	0	1
PABPN1	9	3	2	4	0	1
SLC22A17	5	2	2	2	0	1
EFS	5	1	1	2	0	0
CMTM5	5	0	0	0	0	0
NGDN	4	1	1	1	0	1
THTPA	6	1	2	1	0	1
ZFHX2	8	0	1	1	0	0
AP1G2	8	0	1	1	0	0
JPH4	7	0	1	0	0	0
DHRS2	4	0	0	0	0	0
DHRS4	4	0	0	1	0	0
DHRS4L2	4	0	0	1	0	0
CPNE6	5	0	2	2	3	1
NRL	4	0	2	2	2	1
PCK2	4	0	2	2	2	1
DCAF11	4	1	3	3	2	1
PSME1	4	1	3	3	2	1
EMC9	3	2	4	4	2	1
PSME2	3	2	5	4	2	1
RNF31	3	2	5	4	2	1
IRF9	2	2	5	3	2	1
REC8	3	2	4	2	2	1
IPO4	3	2	5	3	2	1
TM9SF1	4	2	6	3	2	1
CHMP4A	3	1	5	2	2	0
MDP1	3	1	5	2	2	0
NEDD8	7	1	6	3	2	0
NEDD8-MDP1	7	1	6	3	2	0
GMPR2	7	1	6	3	2	0
TINF2	7	0	5	2	2	0
TGM1	11	0	5	2	3	0
RABGGTA	10	0	4	2	1	0
DHRS1	10	0	2	1	1	0
NOP9	10	0	2	1	1	0
LTB4R2	11	0	2	1	1	0
CIDEB	11	0	2	1	1	0
LTB4R	11	0	2	1	1	0
ADCY4	8	0	1	0	1	0
RIPK3	8	0	1	0	1	0
NFATC4	6	0	0	2	0	0
NYNRIN	7	0	2	3	0	0
KHNYN	5	0	2	3	0	0
CBLN3	5	0	2	3	0	0
SDR39U1	6	0	2	3	0	0
CTSG	1	0	0	0	0	0
GZMB	2	0	0	0	0	0
STXBP6	2	0	0	2	0	0
NOVA1	0	0	0	0	0	0
FOXG1	3	0	0	0	0	0
PRKD1	0	0	0	0	0	0
G2E3	1	0	1	0	0	1
SCFD1	3	1	1	1	1	0
COCH	1	0	0	0	0	0
AP4S1	1	0	0	1	0	0
STRN3	1	0	0	1	0	0
HECTD1	1	1	1	2	0	0
DTD2	1	2	0	2	2	1
NUBPL	1	0	0	0	0	0
ARHGAP5	1	0	0	0	0	0
AKAP6	1	0	0	1	0	1
EGLN3	2	1	0	1	2	1
SPTSSA	2	1	0	2	1	0
EAPP	2	1	1	1	0	0
SNX6	2	2	1	2	0	0
CFL2	2	1	0	2	0	1
BAZ1A	1	0	0	0	1	0
SRP54	1	0	1	4	0	0
FAM177A1	0	0	1	1	1	1
KIAA0391	0	1	1	0	1	0
PPP2R3C	0	1	1	0	1	0
PSMA6	0	0	1	2	0	0
NFKBIA	6	4	1	2	1	1
INSM2	0	0	0	0	0	2
RALGAPA1	4	1	2	0	0	0
BRMS1L	4	1	2	0	0	0
MBIP	0	0	0	0	0	0
SFTA3	3	0	0	0	0	0
NKX2-1	3	0	0	0	0	0
NKX2-8	3	0	0	0	0	0
PAX9	1	1	1	0	0	0
SLC25A21	2	0	1	0	0	0
MIPOL1	3	0	1	0	0	0
FOXA1	2	1	0	1	0	0
SSTR1	2	3	0	2	0	0
CLEC14A	2	3	0	3	1	0
SEC23A	1	0	1	0	0	0
GEMIN2	1	0	1	0	0	0
TRAPPC6B	0	2	2	3	1	0
PNN	0	2	2	3	1	0
CTAGE5	0	2	1	4	1	0
FBXO33	5	0	1	0	0	0
LRFN5	1	0	0	0	0	0
C14orf28	1	0	0	0	0	1
KLHL28	1	1	1	1	0	1
FAM179B	1	1	1	1	0	1
PRPF39	0	0	0	0	0	0
FKBP3	1	0	2	0	0	0
FANCM	1	0	2	0	0	0
MIS18BP1	2	0	0	0	0	0
RPS29	3	0	3	1	1	5
LRR1	3	0	3	1	1	5
RPL36AL	2	0	3	2	1	5
MGAT2	2	0	3	2	1	5
DNAAF2	3	0	3	2	1	5
POLE2	1	0	0	1	0	0
KLHDC1	1	0	0	1	0	0
KLHDC2	0	0	1	1	0	0
NEMF	6	3	2	0	0	0
ARF6	5	4	2	2	0	0
VCPKMT	1	1	0	1	1	1
SOS2	1	0	0	0	0	0
L2HGDH	3	1	0	1	0	0
MAP4K5	2	1	0	0	0	2
ATL1	2	1	0	0	0	2
SAV1	2	1	0	0	0	0
NIN	1	0	0	0	0	0
ABHD12B	1	0	0	0	0	0
PYGL	2	2	0	2	0	0
TRIM9	1	0	0	0	0	1
TMX1	2	0	0	1	0	0
FRMD6	0	1	1	1	1	0
GNG2	0	0	0	0	0	0
C14orf166	4	0	0	3	1	0
NID2	1	4	0	3	3	0
PTGER2	1	1	0	3	2	0
TXNDC16	2	0	1	1	1	0
GPR137C	2	0	1	1	1	0
PSMC6	1	0	3	1	0	1
STYX	0	0	3	0	0	1
GNPNAT1	1	3	1	2	3	1
FERMT2	3	1	0	1	0	0
DDHD1	2	0	0	0	0	0
BMP4	1	0	0	0	0	0
CDKN3	4	2	0	0	0	0
CNIH1	3	2	1	0	0	0
GMFB	4	3	1	0	0	0
CGRRF1	3	1	1	0	0	1
SAMD4A	4	0	1	0	0	1
GCH1	2	0	1	0	0	0
WDHD1	1	1	2	3	1	0
SOCS4	1	1	2	3	1	0
MAPK1IP1L	2	2	2	3	1	0
LGALS3	4	3	2	2	1	1
DLGAP5	1	0	1	2	0	1
FBXO34	2	0	0	0	0	0
ATG14	4	3	0	0	2	0
KTN1	1	0	0	1	0	1
PELI2	1	0	0	0	0	2
TMEM260	2	1	0	0	0	1
OTX2	0	0	0	0	0	2
AP5M1	1	0	1	0	0	0
EXOC5	1	0	1	0	0	0
NAA30	0	0	0	1	0	0
C14orf105	2	0	0	0	0	0
C14orf37	3	0	0	1	1	2
ACTR10	1	3	1	2	2	1
PSMA3	0	3	1	1	1	0
ARID4A	0	0	1	1	0	0
TOMM20L	3	2	3	0	0	0
KIAA0586	2	2	3	0	0	0
TIMM9	2	2	3	0	0	0
DACT1	2	0	0	0	0	0
DAAM1	2	0	0	0	0	0
GPR135	4	0	1	1	1	1
L3HYPDH	4	0	1	1	1	1
RTN1	3	0	0	0	0	1
DHRS7	3	1	2	1	1	0
PPM1A	1	0	0	1	1	0
C14orf39	0	0	0	0	0	2
SIX6	0	0	0	0	0	2
SIX1	1	0	0	1	1	0
SIX4	0	1	1	0	0	0
MNAT1	0	1	1	0	0	0
TRMT5	1	1	0	1	1	1
SLC38A6	1	1	0	1	1	1
TMEM30B	5	0	0	1	0	0
PRKCH	2	0	0	0	0	0
