CTCF	EP300	GABPA	MAFK	NFE2L2	REST
RNASE7	1	0	0	0	0	0
ARHGEF40	2	0	0	0	0	0
NDRG2	2	0	0	0	0	0
TMEM253	6	3	0	1	0	1
ZNF219	4	3	0	1	0	1
HNRNPC	0	1	1	0	0	1
SUPT16H	0	0	1	2	0	0
CHD8	0	1	1	0	0	0
RAB2B	1	0	1	1	0	0
TOX4	1	0	1	1	0	0
METTL3	0	1	1	1	0	0
SALL2	0	0	0	0	0	0
DAD1	2	1	2	1	1	0
ABHD4	2	1	2	1	1	0
OXA1L	0	0	2	0	0	0
SLC7A7	1	0	1	0	0	0
MRPL52	0	0	1	0	0	0
MMP14	0	0	1	0	0	0
LRP10	3	1	0	1	0	0
REM2	0	0	0	0	0	0
RBM23	0	0	0	0	0	0
PRMT5	1	1	1	1	1	1
HAUS4	0	0	1	0	0	0
AJUBA	4	0	0	0	0	0
C14orf93	1	0	0	1	0	0
PSMB5	0	0	0	1	1	0
CDH24	4	0	0	0	0	1
C14orf119	0	0	2	1	0	0
ACIN1	0	0	2	1	0	0
CEBPE	2	2	1	1	1	0
SLC7A8	1	0	0	1	0	0
HOMEZ	2	0	0	1	0	0
PPP1R3E	5	2	1	1	0	1
BCL2L2	3	2	1	1	0	1
PABPN1	1	1	1	2	0	0
SLC22A17	3	0	0	0	0	0
EFS	3	0	0	0	0	0
CMTM5	1	0	0	0	0	0
NGDN	2	1	1	0	0	0
THTPA	0	0	0	1	0	0
ZFHX2	1	0	1	0	0	0
AP1G2	5	0	0	0	0	0
JPH4	2	0	0	0	0	0
DHRS2	2	0	0	0	0	0
DHRS4	2	0	0	0	0	0
DHRS4L2	0	0	0	0	0	0
CPNE6	0	0	0	0	0	0
NRL	1	0	0	0	0	0
PCK2	1	0	0	0	0	0
DCAF11	1	0	2	2	2	0
PSME1	1	0	0	0	0	0
EMC9	1	0	1	0	0	0
PSME2	1	0	1	0	0	0
RNF31	1	0	1	0	0	0
IRF9	1	1	0	1	0	1
REC8	0	0	0	0	0	0
IPO4	0	1	2	1	0	0
TM9SF1	0	1	2	1	0	0
CHMP4A	1	0	1	0	2	0
MDP1	1	0	1	0	2	0
NEDD8	1	0	1	1	0	0
NEDD8-MDP1	1	0	1	1	0	0
GMPR2	1	0	1	1	0	0
TINF2	2	0	2	0	0	0
TGM1	1	0	1	1	0	0
RABGGTA	4	0	1	1	0	0
DHRS1	4	0	1	0	1	0
NOP9	4	0	1	0	1	0
LTB4R2	2	0	1	0	0	0
CIDEB	2	0	0	0	0	0
LTB4R	2	0	0	0	0	0
ADCY4	2	0	0	0	0	0
RIPK3	2	0	0	0	0	0
NFATC4	1	0	0	0	0	0
NYNRIN	1	0	0	2	0	0
KHNYN	3	0	1	0	0	0
CBLN3	3	0	1	0	0	0
SDR39U1	1	0	1	1	0	0
CTSG	0	0	0	0	0	0
GZMB	0	0	0	0	0	0
STXBP6	1	0	0	1	0	0
NOVA1	0	0	0	0	0	0
FOXG1	1	0	0	0	0	0
PRKD1	0	0	0	0	0	0
G2E3	0	0	1	0	0	0
SCFD1	0	1	1	1	1	0
COCH	0	0	0	0	0	0
AP4S1	0	0	0	0	0	0
STRN3	0	0	0	0	0	0
HECTD1	1	0	1	0	0	0
DTD2	1	0	0	0	0	1
NUBPL	0	0	0	0	0	0
ARHGAP5	1	0	0	0	0	0
AKAP6	0	0	0	1	0	0
EGLN3	0	0	0	1	2	0
SPTSSA	0	0	0	1	1	0
EAPP	0	0	1	0	0	0
SNX6	1	0	0	0	0	0
CFL2	1	1	0	0	0	0
BAZ1A	0	0	0	0	0	0
SRP54	1	0	1	3	0	0
FAM177A1	0	0	1	0	1	1
KIAA0391	0	0	1	0	1	0
PPP2R3C	0	0	1	0	1	0
PSMA6	0	0	0	0	0	0
NFKBIA	3	3	0	0	0	0
INSM2	0	0	0	0	0	2
RALGAPA1	3	0	1	0	0	0
BRMS1L	2	1	1	0	0	0
MBIP	0	0	0	0	0	0
SFTA3	0	0	0	0	0	0
NKX2-1	1	0	0	0	0	0
NKX2-8	0	0	0	0	0	0
PAX9	1	0	1	0	0	0
SLC25A21	0	0	1	0	0	0
MIPOL1	1	0	0	0	0	0
FOXA1	1	0	0	0	0	0
SSTR1	1	2	0	1	0	0
CLEC14A	1	0	0	1	0	0
SEC23A	1	0	1	0	0	0
GEMIN2	1	0	0	0	0	0
TRAPPC6B	0	1	2	1	0	0
PNN	0	1	2	1	0	0
CTAGE5	0	1	1	2	0	0
FBXO33	2	0	1	0	0	0
LRFN5	1	0	0	0	0	0
C14orf28	0	0	0	0	0	0
KLHL28	0	1	1	1	0	1
FAM179B	0	1	1	1	0	1
PRPF39	0	0	0	0	0	0
FKBP3	1	0	2	0	0	0
FANCM	1	0	2	0	0	0
MIS18BP1	1	0	0	0	0	0
RPS29	1	0	0	0	1	2
LRR1	0	0	1	0	0	3
RPL36AL	0	0	1	1	0	1
MGAT2	0	0	1	1	0	1
DNAAF2	1	0	1	0	0	0
POLE2	0	0	0	0	0	0
KLHDC1	0	0	0	0	0	0
KLHDC2	0	0	1	0	0	0
NEMF	3	1	1	0	0	0
ARF6	0	2	1	0	0	0
VCPKMT	1	1	0	0	0	0
SOS2	0	0	0	0	0	0
L2HGDH	2	1	0	0	0	0
MAP4K5	1	1	0	0	0	0
ATL1	2	1	0	0	0	0
SAV1	0	1	0	0	0	0
NIN	0	0	0	0	0	0
ABHD12B	0	0	0	0	0	0
PYGL	0	0	0	1	0	0
TRIM9	0	0	0	0	0	1
TMX1	0	0	0	1	0	0
FRMD6	0	0	0	0	0	0
GNG2	0	0	0	0	0	0
C14orf166	2	0	0	1	0	0
NID2	0	2	0	1	1	0
PTGER2	0	0	0	0	0	0
TXNDC16	1	0	1	0	0	0
GPR137C	1	0	1	0	0	0
PSMC6	0	0	1	0	0	1
STYX	0	0	0	0	0	0
GNPNAT1	0	0	1	0	1	1
FERMT2	1	0	0	1	0	0
DDHD1	1	0	0	0	0	0
BMP4	0	0	0	0	0	0
CDKN3	0	0	0	0	0	0
CNIH1	1	2	0	0	0	0
GMFB	1	0	1	0	0	0
CGRRF1	2	1	0	0	0	0
SAMD4A	4	0	1	0	0	0
GCH1	2	0	1	0	0	0
WDHD1	0	0	1	2	1	0
SOCS4	0	0	1	2	1	0
MAPK1IP1L	1	1	1	1	0	0
LGALS3	3	0	1	0	0	0
DLGAP5	0	0	1	0	0	1
FBXO34	1	0	0	0	0	0
ATG14	1	1	0	0	1	0
KTN1	0	0	0	0	0	0
PELI2	0	0	0	0	0	0
TMEM260	1	0	0	0	0	1
OTX2	0	0	0	0	0	0
AP5M1	0	0	1	0	0	0
EXOC5	0	0	1	0	0	0
NAA30	0	0	0	0	0	0
C14orf105	1	0	0	0	0	0
C14orf37	0	0	0	0	0	0
ACTR10	0	0	0	0	0	0
PSMA3	0	3	1	1	1	0
ARID4A	0	0	1	1	0	0
TOMM20L	2	0	1	0	0	0
KIAA0586	0	2	2	0	0	0
TIMM9	0	2	2	0	0	0
DACT1	2	0	0	0	0	0
DAAM1	0	0	0	0	0	0
GPR135	0	0	0	0	0	0
L3HYPDH	1	0	1	1	1	1
RTN1	0	0	0	0	0	1
DHRS7	1	0	1	0	1	0
PPM1A	0	0	0	1	1	0
C14orf39	0	0	0	0	0	0
SIX6	0	0	0	0	0	1
SIX1	0	0	0	0	0	0
SIX4	0	0	0	0	0	0
MNAT1	0	0	1	0	0	0
TRMT5	0	1	0	1	1	1
SLC38A6	0	1	0	1	1	1
TMEM30B	1	0	0	0	0	0
PRKCH	0	0	0	0	0	0
HIF1A	1	0	0	0	0	0
SNAPC1	1	0	0	0	0	0
KCNH5	1	1	0	0	0	1
RHOJ	1	0	0	0	0	0
PPP2R5E	1	0	1	0	0	0
WDR89	1	1	2	1	0	1
SGPP1	0	1	0	0	0	0
SYNE2	0	0	0	0	0	0
ESR2	1	0	1	1	0	0
MTHFD1	0	0	0	0	0	0
AKAP5	0	0	0	0	0	0
ZBTB1	1	0	0	0	0	0
ZBTB25	1	0	0	0	0	0
HSPA2	1	0	1	0	0	0
PPP1R36	1	0	0	0	0	0
PLEKHG3	0	0	0	0	0	0
SPTB	1	0	0	0	0	0
CHURC1	1	0	0	0	0	0
CHURC1-FNTB	1	0	0	0	0	0
GPX2	1	0	0	0	0	0
RAB15	1	0	0	0	0	0
FNTB	2	0	0	1	0	0
MAX	1	1	0	0	0	0
FUT8	1	1	0	0	1	0
GPHN	0	0	0	0	0	1
MPP5	0	0	1	0	0	0
ATP6V1D	1	0	1	2	0	0
EIF2S1	1	0	1	2	0	0
PLEK2	1	3	1	1	0	0
TMEM229B	0	0	0	0	0	0
PLEKHH1	2	0	1	0	0	0
PIGH	1	0	1	0	0	1
ARG2	1	1	1	1	0	0
VTI1B	1	0	0	0	0	0
RDH11	1	0	0	1	0	0
RDH12	1	0	0	1	0	0
ZFYVE26	0	0	0	0	0	0
RAD51B	0	0	0	0	0	0
ZFP36L1	1	2	0	0	1	1
ACTN1	0	0	0	0	0	0
DCAF5	1	0	0	0	0	0
EXD2	0	1	1	0	1	0
GALNT16	0	0	0	0	0	0
ERH	0	0	2	1	0	1
SRSF5	0	0	1	0	1	1
SMOC1	1	1	0	0	0	0
SLC8A3	0	0	0	0	0	0
COX16	0	0	1	3	0	0
SYNJ2BP	0	0	1	0	0	0
MED6	0	0	1	0	0	0
TTC9	0	0	0	0	0	0
MAP3K9	2	0	1	0	0	2
RGS6	0	0	0	0	0	0
DPF3	0	0	0	0	0	0
DCAF4	0	0	1	2	0	0
ZFYVE1	0	0	0	0	0	0
RBM25	0	0	0	0	0	1
PSEN1	0	0	1	0	0	1
PAPLN	1	0	0	0	0	0
NUMB	0	1	0	0	0	0
ACOT1	1	0	0	0	0	0
ACOT2	1	0	0	0	0	0
ACOT4	0	0	0	0	0	0
DNAL1	0	0	1	0	0	0
PNMA1	1	2	1	0	0	0
ELMSAN1	1	3	1	2	1	0
PTGR2	0	0	0	1	0	0
ZNF410	0	1	1	1	0	0
COQ6	1	0	1	0	0	1
FAM161B	1	0	1	0	0	1
ENTPD5	0	0	0	0	0	0
ALDH6A1	0	0	0	0	0	1
LIN52	0	0	0	0	0	1
VSX2	1	0	0	0	0	1
ABCD4	3	0	1	0	0	1
VRTN	0	0	0	0	0	0
NPC2	4	0	0	1	0	0
ISCA2	4	0	0	1	0	0
LTBP2	2	0	0	0	0	1
AREL1	0	1	1	0	0	0
FCF1	0	1	1	0	0	0
YLPM1	1	0	1	0	0	1
DLST	0	1	1	0	0	0
RPS6KL1	1	0	0	0	0	0
PGF	1	0	0	0	0	0
EIF2B2	0	0	1	0	0	0
MLH3	0	1	0	1	0	0
ACYP1	1	0	2	0	0	1
ZC2HC1C	1	0	2	0	0	1
NEK9	1	0	1	0	0	0
TMED10	0	0	1	1	0	1
FOS	2	4	1	1	0	0
JDP2	0	0	0	0	0	0
BATF	1	1	0	0	0	0
FLVCR2	2	0	0	0	0	0
C14orf1	1	2	0	1	0	0
TTLL5	1	2	0	1	0	0
TGFB3	1	0	1	1	0	0
GPATCH2L	0	0	2	0	0	1
ESRRB	0	0	0	0	0	0
VASH1	0	0	0	0	0	0
ANGEL1	1	1	1	0	0	0
IRF2BPL	2	3	0	2	0	0
CIPC	1	0	1	0	0	2
ZDHHC22	3	0	0	0	0	1
TMEM63C	0	0	0	0	0	0
POMT2	2	1	0	0	1	0
GSTZ1	2	1	0	0	1	0
TMED8	0	0	1	0	0	0
SAMD15	0	0	1	0	0	0
VIPAS39	1	1	2	0	1	0
AHSA1	1	1	2	0	1	0
ISM2	0	0	0	0	0	0
SPTLC2	1	0	1	0	0	0
ALKBH1	1	0	1	0	1	0
SLIRP	1	0	1	0	1	0
C14orf178	1	0	1	0	0	0
SNW1	1	0	1	0	0	0
ADCK1	2	0	1	0	0	0
NRXN3	1	0	0	0	0	0
DIO2	0	0	0	0	0	0
CEP128	0	0	0	0	0	0
TSHR	1	0	0	1	0	0
GTF2A1	1	2	0	2	0	0
STON2	0	0	0	0	0	2
SEL1L	0	1	1	0	0	0
FLRT2	2	1	0	1	1	0
GALC	0	0	0	0	0	0
GPR65	1	0	0	0	0	0
SPATA7	0	0	0	0	0	0
PTPN21	3	0	1	0	0	0
ZC3H14	1	0	0	0	0	0
EML5	0	0	0	1	0	0
TTC8	0	0	0	0	1	0
FOXN3	0	0	0	0	0	0
EFCAB11	1	0	2	1	1	0
TDP1	1	0	2	1	1	0
PSMC1	0	0	1	0	1	0
NRDE2	0	0	0	0	0	0
CALM1	1	0	1	1	2	0
TTC7B	0	0	0	0	0	0
RPS6KA5	0	1	0	0	0	0
C14orf159	0	0	0	0	0	0
GPR68	0	0	0	0	0	0
CCDC88C	3	0	0	1	0	0
TC2N	1	0	0	0	0	0
FBLN5	0	0	0	0	0	0
TRIP11	0	0	0	0	0	0
ATXN3	1	0	0	0	0	0
NDUFB1	0	0	0	0	0	0
CPSF2	0	0	0	0	0	0
SLC24A4	1	0	0	0	0	0
RIN3	0	0	0	0	0	0
LGMN	0	0	0	0	0	0
GOLGA5	1	0	1	0	1	0
CHGA	0	0	0	0	0	2
ITPK1	3	0	0	0	0	0
MOAP1	1	0	2	0	0	0
TMEM251	1	0	2	0	0	0
UBR7	2	0	1	0	0	0
C14orf142	2	0	1	0	0	0
BTBD7	1	0	0	1	0	0
UNC79	1	0	0	1	0	0
ASB2	2	0	0	0	0	0
OTUB2	0	0	0	0	0	0
DDX24	0	0	1	1	0	0
IFI27L1	0	0	1	1	0	0
IFI27	0	0	0	0	0	0
IFI27L2	2	0	0	0	0	0
PPP4R4	1	0	0	0	0	0
SERPINA10	0	0	0	0	0	1
SERPINA6	0	0	0	0	0	0
SERPINA1	0	0	0	0	0	0
SERPINA9	2	0	0	0	0	0
SERPINA4	0	0	0	0	0	0
SERPINA5	0	0	0	0	0	0
SERPINA3	0	0	0	0	0	1
GSC	0	0	0	0	0	0
DICER1	0	0	0	0	0	0
CLMN	0	0	0	0	0	0
GLRX5	1	0	1	1	0	0
TCL1B	1	0	0	0	0	0
TCL1A	0	0	0	0	0	0
C14orf132	0	0	0	0	0	0
BDKRB2	0	1	0	2	0	1
BDKRB1	2	4	0	1	1	0
ATG2B	0	0	1	1	0	0
GSKIP	0	0	1	1	0	0
AK7	0	0	0	0	0	0
PAPOLA	0	0	1	1	0	0
VRK1	0	0	0	0	0	0
BCL11B	3	0	0	0	0	0
SETD3	1	1	1	2	0	0
CCNK	1	1	1	2	0	0
CCDC85C	1	0	0	0	0	0
HHIPL1	1	0	0	0	0	0
CYP46A1	3	0	0	0	0	0
EML1	0	0	0	0	0	0
EVL	0	0	0	0	0	0
DEGS2	1	0	0	0	0	0
YY1	2	0	2	0	0	0
SLC25A29	1	0	0	0	0	0
WARS	3	2	1	0	1	0
WDR25	3	2	1	0	1	0
BEGAIN	0	0	1	0	0	1
DLK1	0	0	0	0	0	0
DIO3	0	1	0	0	0	0
PPP2R5C	1	0	0	0	0	0
DYNC1H1	2	1	0	2	1	0
HSP90AA1	0	0	0	0	0	1
WDR20	0	0	0	0	0	1
MOK	1	0	0	1	1	0
ZNF839	5	1	0	1	1	0
TECPR2	0	0	1	0	0	0
CINP	0	0	1	0	0	0
ANKRD9	3	0	0	0	0	0
RCOR1	3	0	0	0	0	0
TRAF3	3	0	0	0	0	0
AMN	1	0	0	0	0	0
CDC42BPB	0	0	0	0	0	0
TNFAIP2	1	1	0	0	0	0
EIF5	0	1	2	0	0	0
MARK3	2	0	1	2	0	0
CKB	2	0	0	0	0	1
TRMT61A	1	0	0	0	0	1
BAG5	1	0	2	0	0	0
APOPT1	1	0	2	0	0	0
KLC1	0	0	1	1	1	1
XRCC3	0	0	0	0	0	0
ZFYVE21	0	0	0	0	0	0
PPP1R13B	0	0	0	0	0	0
C14orf2	1	0	1	0	0	0
TDRD9	1	0	1	0	0	0
KIF26A	2	0	1	0	0	1
TMEM179	0	0	0	0	0	1
INF2	1	1	1	2	0	0
ADSSL1	3	1	0	2	0	0
SIVA1	0	0	0	0	0	0
AKT1	1	0	0	0	0	0
ZBTB42	1	0	0	0	0	0
CEP170B	0	0	1	0	0	0
PLD4	1	0	1	0	0	0
AHNAK2	4	3	3	1	2	0
C14orf79	1	1	1	0	1	0
CDCA4	2	1	1	1	0	0
GPR132	1	0	0	0	0	0
JAG2	0	0	0	0	0	0
NUDT14	0	0	0	0	0	0
BTBD6	0	0	0	0	0	0
PACS2	1	0	0	0	0	0
BRF1	0	0	1	0	0	0
MTA1	1	0	0	0	0	0
CRIP2	1	2	0	0	0	2
CRIP1	3	3	2	1	1	1
C14orf80	3	3	2	1	1	1
TMEM121	2	0	1	0	0	0
TUBGCP5	2	0	0	0	0	0
CYFIP1	1	0	1	0	0	0
NIPA2	0	0	1	0	0	0
NIPA1	0	0	0	0	0	0
GOLGA6L2	0	0	0	0	0	1
MKRN3	0	0	1	0	0	0
NDN	0	0	0	0	0	0
SNRPN	0	0	0	0	0	0
SNURF	0	0	0	0	0	0
UBE3A	0	0	0	0	0	0
ATP10A	0	0	0	0	0	0
GABRB3	0	0	0	0	0	0
GABRA5	1	0	0	0	0	0
OCA2	0	0	0	0	0	0
APBA2	1	0	0	0	0	0
FAM189A1	1	0	0	0	0	0
TJP1	0	0	0	0	0	0
FAN1	0	1	0	0	0	1
MTMR10	0	0	0	0	0	0
TRPM1	0	0	0	0	0	0
KLF13	0	0	1	0	0	0
OTUD7A	0	0	0	0	0	0
CHRNA7	0	0	0	0	0	0
ARHGAP11A	0	0	0	0	0	0
SCG5	3	0	0	0	0	0
GREM1	0	0	0	0	0	0
FMN1	1	1	0	0	1	0
RYR3	2	0	0	0	0	0
AVEN	0	0	0	0	0	0
EMC7	1	0	1	0	0	0
PGBD4	1	0	1	0	0	0
KATNBL1	1	0	0	1	0	0
EMC4	0	1	1	0	1	0
SLC12A6	1	0	1	1	0	0
NOP10	1	0	1	1	0	0
LPCAT4	2	0	0	0	0	0
GOLGA8A	0	0	0	0	0	0
GOLGA8B	2	0	0	0	0	0
AQR	1	0	1	0	1	0
ZNF770	2	1	1	0	0	0
DPH6	0	0	1	0	0	0
C15orf41	0	0	0	0	0	0
MEIS2	0	0	1	0	0	1
SPRED1	1	1	0	0	0	0
FAM98B	0	2	1	0	0	0
RASGRP1	1	0	0	0	0	0
C15orf53	2	0	0	0	0	0
C15orf54	0	0	0	0	0	0
THBS1	2	1	0	0	0	0
FSIP1	1	0	1	0	0	0
GPR176	0	0	0	0	0	0
EIF2AK4	0	0	1	1	1	0
SRP14	2	0	2	0	0	0
BMF	4	3	0	1	0	1
BUB1B	0	1	0	1	0	0
PAK6	0	0	0	0	0	0
PLCB2	2	0	0	0	0	0
C15orf52	2	0	0	0	0	0
DISP2	2	0	0	0	0	2
KNSTRN	0	0	1	0	0	0
IVD	0	0	0	0	0	1
BAHD1	0	0	0	0	0	0
CHST14	0	0	0	0	0	0
C15orf57	1	1	1	2	0	1
RPUSD2	1	1	1	2	0	1
CASC5	1	1	1	1	0	1
RAD51	1	0	2	0	0	0
RMDN3	2	2	1	0	0	0
GCHFR	2	2	2	0	0	0
C15orf62	2	1	2	0	0	0
ZFYVE19	1	1	0	0	0	0
DNAJC17	1	1	0	0	0	0
PPP1R14D	1	0	0	0	0	0
SPINT1	0	0	0	0	0	0
RHOV	1	4	0	3	0	0
VPS18	5	0	1	1	0	0
DLL4	3	0	1	0	0	1
CHAC1	0	1	1	0	1	0
INO80	0	1	1	0	1	0
EXD1	1	0	1	0	0	0
CHP1	1	0	1	0	0	0
OIP5	1	0	0	1	0	0
NUSAP1	1	0	0	1	0	0
NDUFAF1	0	1	1	0	0	0
RTF1	1	0	0	0	0	0
ITPKA	0	1	0	0	0	0
LTK	1	0	0	0	0	0
RPAP1	0	0	1	0	0	0
TYRO3	1	0	0	0	0	0
MGA	1	0	1	0	0	1
MAPKBP1	3	1	0	0	0	0
JMJD7	1	0	0	0	1	0
JMJD7-PLA2G4B	1	0	0	0	1	0
PLA2G4B	0	0	0	0	0	0
SPTBN5	0	0	0	0	0	0
EHD4	2	2	2	1	0	0
PLA2G4D	1	1	1	0	0	0
PLA2G4F	1	0	0	0	0	0
VPS39	0	0	1	1	0	0
TMEM87A	0	0	1	1	0	0
GANC	0	0	1	1	0	0
CAPN3	0	0	0	0	0	0
ZNF106	0	1	1	2	1	0
SNAP23	0	1	1	2	1	0
LRRC57	0	0	0	0	0	0
HAUS2	0	0	0	0	0	0
STARD9	0	0	0	0	0	0
CDAN1	1	0	0	0	0	0
TTBK2	1	0	0	0	0	1
UBR1	0	1	1	1	0	0
TMEM62	0	0	2	0	0	0
CCNDBP1	3	0	2	0	0	0
EPB42	2	0	0	0	0	0
TGM5	1	0	0	0	0	1
ADAL	0	1	1	0	1	0
LCMT2	0	1	1	0	1	0
ZSCAN29	2	0	2	0	0	1
TUBGCP4	2	0	2	0	0	1
TP53BP1	3	0	0	0	0	0
MAP1A	3	0	0	0	0	0
PDIA3	0	0	0	0	0	0
SERF2	3	0	0	0	0	1
HYPK	1	1	1	0	1	2
MFAP1	0	0	1	0	1	1
WDR76	0	0	1	0	1	1
FRMD5	0	0	0	1	0	0
CASC4	0	1	1	1	3	0
CTDSPL2	3	1	0	0	0	0
EIF3J	4	0	0	0	0	1
SPG11	1	0	2	2	1	1
PATL2	0	0	0	0	0	1
B2M	3	0	1	0	1	1
TRIM69	2	2	1	2	1	1
SORD	1	0	0	2	0	0
DUOXA1	2	0	0	0	0	0
DUOX1	2	0	0	0	0	0
SHF	2	4	1	2	1	1
SLC28A2	1	0	0	0	0	0
GATM	3	1	1	1	1	0
SPATA5L1	3	1	1	1	1	0
C15orf48	1	0	0	0	0	0
SLC30A4	0	0	0	0	0	0
BLOC1S6	0	0	1	1	0	0
SQRDL	1	0	1	0	2	0
SEMA6D	0	0	0	0	0	0
SLC24A5	2	0	0	0	0	0
MYEF2	0	0	0	1	0	0
DUT	2	1	1	1	0	2
FBN1	2	0	0	0	0	0
CEP152	2	0	0	1	0	0
EID1	0	3	1	0	0	0
SHC4	4	0	0	0	0	0
SECISBP2L	1	0	1	0	0	0
COPS2	1	1	1	0	0	0
GALK2	1	1	1	0	0	0
FGF7	1	0	0	0	0	0
FAM227B	0	1	1	1	1	0
DTWD1	0	1	1	1	1	0
ATP8B4	2	0	0	0	0	0
SLC27A2	1	1	0	2	0	0
HDC	2	2	0	3	0	0
GABPB1	1	1	2	1	2	1
USP8	0	0	0	1	0	0
TRPM7	0	2	0	1	1	0
SPPL2A	0	1	1	1	0	0
AP4E1	1	1	1	1	0	0
GLDN	1	0	0	0	0	0
DMXL2	1	0	1	0	0	0
SCG3	1	0	0	0	0	2
LYSMD2	2	0	0	0	0	0
TMOD2	2	0	0	0	0	0
TMOD3	0	2	0	0	1	0
LEO1	1	1	0	0	0	0
MAPK6	0	3	0	3	2	0
BCL2L10	0	1	0	1	0	0
GNB5	2	0	0	0	0	0
MYO5C	0	0	0	0	0	0
MYO5A	0	0	0	0	0	1
ARPP19	0	1	1	1	1	0
FAM214A	1	0	1	0	0	0
ONECUT1	1	0	0	0	0	1
RSL24D1	2	1	1	0	0	1
RAB27A	2	0	1	1	0	0
PIGB	0	0	1	0	0	0
CCPG1	1	2	1	2	1	0
DYX1C1	0	0	1	0	0	0
PYGO1	0	0	0	0	0	0
PRTG	1	0	0	0	0	2
NEDD4	3	1	0	3	1	0
RFX7	2	1	1	1	0	0
TEX9	0	0	1	0	1	2
MNS1	0	0	0	0	0	0
ZNF280D	1	0	1	0	0	0
TCF12	0	0	0	1	0	0
CGNL1	1	0	0	0	0	0
GCOM1	0	0	0	0	0	1
MYZAP	0	0	0	0	0	1
POLR2M	0	0	1	1	1	0
ALDH1A2	1	0	0	0	0	0
AQP9	0	0	0	0	0	0
LIPC	2	1	0	0	0	1
ADAM10	1	0	0	0	1	1
FAM63B	2	0	1	2	1	0
SLTM	0	1	2	1	0	0
RNF111	0	0	0	0	0	0
CCNB2	1	1	0	0	0	0
MYO1E	0	0	0	1	1	0
FAM81A	0	0	0	0	0	1
GCNT3	0	1	1	1	0	0
GTF2A2	0	0	1	2	0	0
BNIP2	1	0	2	0	0	0
FOXB1	1	0	0	1	0	0
ANXA2	4	6	0	5	2	0
RORA	0	0	0	0	0	0
VPS13C	3	1	1	0	0	1
C2CD4A	4	1	1	0	0	1
C2CD4B	0	0	0	0	0	0
TLN2	1	1	0	1	1	0
TPM1	3	3	1	2	0	0
LACTB	0	0	0	1	0	0
RPS27L	3	0	1	0	0	1
RAB8B	0	2	0	0	0	1
APH1B	0	0	0	0	0	0
CA12	0	2	1	0	1	0
USP3	1	3	1	0	0	0
FBXL22	2	0	1	2	0	0
HERC1	1	0	0	1	1	0
DAPK2	1	0	0	1	0	0
FAM96A	2	2	2	1	2	1
SNX1	2	2	2	1	2	1
SNX22	3	0	0	0	0	0
PPIB	3	0	1	1	0	0
CSNK1G1	3	0	2	0	0	0
KIAA0101	0	1	1	1	1	0
TRIP4	0	1	1	1	1	0
OAZ2	0	0	0	0	0	0
RBPMS2	0	0	0	0	0	0
PIF1	0	0	0	0	0	2
PLEKHO2	1	0	1	1	0	0
ANKDD1A	0	0	0	0	0	0
SPG21	0	0	0	1	0	0
MTFMT	4	0	1	0	0	0
RASL12	0	0	0	0	0	0
PDCD7	0	1	1	0	0	0
CLPX	1	0	0	0	1	0
CILP	2	0	0	0	0	0
PARP16	0	1	1	0	2	1
DPP8	2	1	2	1	0	1
VWA9	1	0	1	1	2	1
SLC24A1	1	0	1	1	2	1
DENND4A	0	3	0	2	1	0
RAB11A	3	1	1	1	0	0
MEGF11	1	0	0	0	0	0
DIS3L	1	1	0	2	0	0
TIPIN	0	1	1	0	0	1
MAP2K1	2	1	1	0	1	0
SNAPC5	3	2	3	2	1	0
RPL4	3	2	3	2	1	0
ZWILCH	3	2	3	2	1	0
SMAD6	2	2	1	1	0	1
SMAD3	0	2	2	0	0	0
IQCH	0	1	1	1	2	0
AAGAB	0	1	1	1	2	0
C15orf61	0	0	0	1	0	0
MAP2K5	0	0	1	0	0	0
SKOR1	0	0	0	0	0	2
PIAS1	1	0	0	0	0	0
CALML4	1	0	0	0	0	0
CLN6	1	0	0	0	0	0
FEM1B	2	0	2	3	0	0
ITGA11	0	0	0	0	0	0
CORO2B	0	0	0	0	0	0
ANP32A	1	1	0	1	1	0
NOX5	1	0	0	0	0	0
SPESP1	1	0	0	0	0	0
GLCE	1	0	0	0	0	1
PAQR5	2	2	1	1	0	0
KIF23	1	3	2	1	0	0
RPLP1	1	2	1	1	1	1
TLE3	0	2	0	0	2	0
UACA	0	2	1	1	0	0
LRRC49	0	1	0	0	0	0
LARP6	0	1	0	0	0	0
THAP10	1	0	1	0	0	0
THSD4	1	0	0	0	0	0
SENP8	0	0	0	1	0	0
MYO9A	0	0	0	1	0	0
GRAMD2	2	0	0	0	0	0
PKM	2	3	2	1	3	2
PARP6	1	1	0	0	0	0
HEXA	1	2	1	0	0	1
ARIH1	1	0	1	1	0	1
HIGD2B	2	0	1	0	2	0
BBS4	2	0	1	0	2	0
ADPGK	1	1	0	0	0	0
NEO1	1	0	0	0	0	1
NPTN	1	3	0	1	1	1
CD276	3	0	0	0	0	0
LOXL1	2	0	0	0	0	0
STOML1	1	1	2	0	0	1
PML	1	1	2	0	0	1
ISLR	0	1	0	2	0	0
STRA6	3	4	0	3	0	0
CYP11A1	3	0	0	0	0	0
SEMA7A	1	0	0	0	0	0
UBL7	1	0	1	0	0	0
ARID3B	1	0	2	2	0	1
CLK3	0	0	1	0	0	0
EDC3	0	0	1	1	0	0
CYP1A1	0	2	1	0	0	0
CYP1A2	0	0	0	0	0	0
CSK	2	0	0	0	0	0
ULK3	4	2	1	1	0	1
