name	gene_id	bin	FPKM	expression
ATP6V1B1	ENSG00000116039	Notinthiscell	0.0	1e-06
ATP6V1B2	ENSG00000147416	chr8:20050000	29.38	26.200001
ATP6V1C1	ENSG00000155097	chr8:104030000	19.05	17.632001
ATP6V1C2	ENSG00000143882	Notinthiscell	1.04	1.370001
ATP6V1D	ENSG00000100554	chr14:67820000	30.98	27.438001
ATP6V1E1	ENSG00000131100	chr22:18110000	383.08	320.586001
ATP6V1E2	ENSG00000250565	chr2:46760000	9.35	8.888001
ATP6V1F	ENSG00000128524	chr7:128500000	136.48	116.354001
ATP6V1G1	ENSG00000136888	chr9:117340000	31.94	28.170001
ATP6V1G2	no_id	chr6:31510000	0.0	1e-06
ATP6V1H	ENSG00000047249	chr8:54750000	47.55	40.924001
ATP7A	ENSG00000165240	chrX:77160000	4.03	4.134001
ATP7B	ENSG00000123191	chr13:52580000	13.0	12.172001
ATP8A1	ENSG00000124406	chr4:42650000	0.29	0.446001
ATP8A2	ENSG00000132932	chr13:25940000	0.12	0.196001
ATP8B1	ENSG00000081923	chr18:55470000	0.11	0.174001
ATP8B2	ENSG00000143515	chr1:154290000	8.0	7.628001
ATP8B3	ENSG00000130270	chr19:1810000	4.46	4.510001
ATP8B4	ENSG00000104043	chr15:50410000	0.25	0.386001
ATP9A	ENSG00000054793	chr20:50380000	0.05	0.080001
ATP9B	no_id	chr18:76820000	0.0	1e-06
ATPAF1	ENSG00000123472	chr1:47130000	57.57	48.994001
ATPAF2	ENSG00000171953	chr17:17940000	10.1	9.624001
ATPIF1	no_id	chr1:28560000	0.0	1e-06
ATR	ENSG00000175054	chr3:142290000	23.67	21.408001
ATRAID	ENSG00000138085	chr2:27430000	69.34	59.460001
ATRIP	ENSG00000164053	chr3:48480000	5.38	5.352001
ATRN	ENSG00000088812	chr20:3450000	6.7	6.492001
ATRX	ENSG00000085224	chrX:77040000	14.41	13.360001
ATXN1	ENSG00000124788	chr6:16760000	0.12	0.196001
ATXN10	ENSG00000130638	chr22:46060000	145.73	124.580001
ATXN1L	ENSG00000224470	chr16:71870000	2.11	2.456001
ATXN2	ENSG00000204842	chr12:112030000	43.27	37.480001
ATXN2L	ENSG00000168488	chr16:28830000	54.61	46.452001
ATXN3	ENSG00000066427	chr14:92570000	12.93	12.094001
ATXN7	ENSG00000163635	chr3:63850000	3.76	3.884001
ATXN7L1	ENSG00000146776	chr7:105510000	13.84	12.876001
ATXN7L2	ENSG00000162650	chr1:110020000	2.51	2.822001
ATXN7L3	ENSG00000087152	chr17:42270000	109.08	92.536001
AUH	ENSG00000148090	chr9:94120000	5.68	5.616001
AUNIP	ENSG00000127423	chr1:26180000	6.82	6.612001
AUP1	ENSG00000115307	chr2:74750000	96.7	82.504001
AURKA	ENSG00000087586	chr20:54960000	52.85	45.030001
AURKAIP1	ENSG00000175756	chr1:1310000	374.97	314.516001
AURKB	ENSG00000178999	chr17:8110000	42.14	36.580001
AURKC	ENSG00000105146	chr19:57740000	5.33	5.308001
AUTS2	ENSG00000158321	chr7:69060000	0.0	1e-06
AVEN	ENSG00000169857	chr15:34330000	3.87	3.984001
AVL9	ENSG00000105778	chr7:32530000	9.35	8.888001
AVPI1	ENSG00000119986	chr10:99440000	2.41	2.736001
AVPR1B	ENSG00000198049	chr1:206220000	0.0	1e-06
AXDND1	ENSG00000162779	chr1:179330000	0.08	0.122001
AXIN1	ENSG00000103126	chr16:400000	23.82	21.538001
AXIN2	ENSG00000168646	chr17:63550000	0.56	0.814001
AXL	ENSG00000167601	chr19:41720000	2.33	2.666001
AZGP1	ENSG00000160862	Notinthiscell	0.0	1e-06
AZI2	ENSG00000163512	chr3:28390000	194.82	161.206001
AZIN1	ENSG00000155096	chr8:103870000	61.96	53.136001
AZU1	no_id	chr19:820000	0.0	1e-06
B2M	no_id	chr15:45000000	0.0	1e-06
B3GALNT1	ENSG00000169255	chr3:160820000	0.53	0.782001
B3GALNT2	no_id	chr1:235660000	0.0	1e-06
B3GALT4	no_id	chr6:33240000	0.0	1e-06
B3GALT6	ENSG00000176022	chr1:1160000	3.58	3.698001
B3GAT3	ENSG00000149541	chr11:62380000	11.86	11.202001
B3GNT2	ENSG00000170340	chr2:62420000	10.82	10.280001
B3GNT3	ENSG00000179913	chr19:17900000	0.0	1e-06
B3GNT4	ENSG00000176383	chr12:122680000	0.79	1.100001
B3GNT5	ENSG00000176597	chr3:182970000	5.47	5.438001
B3GNT7	ENSG00000156966	chr2:232260000	0.0	1e-06
B3GNT9	ENSG00000237172	chr16:67180000	0.39	0.598001
B3GNTL1	no_id	chr17:81000000	0.0	1e-06
B4GALNT1	ENSG00000135454	chr12:58020000	5.2	5.184001
B4GALNT2	ENSG00000167080	Notinthiscell	0.03	0.046001
B4GALNT3	ENSG00000139044	chr12:560000	0.03	0.046001
B4GALT1	ENSG00000086062	chr9:33160000	9.85	9.344001
B4GALT2	ENSG00000117411	chr1:44440000	24.13	21.792001
B4GALT3	ENSG00000158850	chr1:161140000	39.0	33.914001
B4GALT4	ENSG00000121578	chr3:118950000	12.09	11.406001
B4GALT5	ENSG00000158470	chr20:48330000	7.24	6.986001
B4GALT6	ENSG00000118276	chr18:29260000	0.22	0.340001
B4GALT7	ENSG00000027847	chr5:177020000	7.02	6.766001
B9D1	ENSG00000108641	chr17:19280000	4.67	4.722001
B9D2	ENSG00000123810	chr19:41870000	3.31	3.482001
BAALC	ENSG00000164929	chr8:104150000	0.0	1e-06
BABAM1	ENSG00000105393	chr19:17370000	70.34	60.466001
BACE1	ENSG00000186318	chr11:117180000	0.32	0.494001
BACE2	ENSG00000182240	chr21:42530000	0.18	0.286001
BACH1	ENSG00000156273	chr21:30670000	24.73	22.288001
BACH2	ENSG00000112182	chr6:91000000	0.54	0.796001
BAD	ENSG00000002330	chr11:64050000	18.31	16.950001
BAG1	ENSG00000107262	chr9:33260000	54.44	46.314001
BAG2	ENSG00000112208	chr6:57030000	44.66	38.466001
BAG3	ENSG00000151929	chr10:121410000	35.66	31.406001
BAG4	ENSG00000156735	chr8:38030000	7.38	7.090001
BAG5	ENSG00000166170	chr14:104020000	33.42	29.562001
BAG6	no_id	chr6:31620000	0.0	1e-06
BAHD1	ENSG00000140320	chr15:40730000	8.87	8.394001
BAIAP2	ENSG00000175866	chr17:79000000	64.97	55.744001
BAIAP2L1	ENSG00000006453	chr7:98030000	26.59	23.724001
BAIAP2L2	ENSG00000128298	Notinthiscell	0.11	0.174001
BAIAP3	ENSG00000007516	chr16:1380000	2.31	2.648001
BAK1	ENSG00000030110	chr6:33540000	5.93	5.816001
BAMBI	ENSG00000095739	chr10:28960000	14.41	13.360001
BANF1	ENSG00000175334	chr11:65760000	45.73	39.430001
BANK1	ENSG00000153064	chr4:102710000	0.21	0.324001
BANP	ENSG00000172530	chr16:87980000	15.5	14.368001
BAP1	ENSG00000163930	chr3:52440000	42.09	36.528001
BARD1	ENSG00000138376	chr2:215670000	3.11	3.320001
BARHL1	ENSG00000125492	BARHL1	0.0	1e-06
BARHL2	ENSG00000143032	BARHL2	0.02	0.030001
BARX1	ENSG00000131668	Notinthiscell	0.0	1e-06
BARX2	ENSG00000043039	Notinthiscell	0.0	1e-06
BASP1	ENSG00000176788	chr5:17210000	0.0	1e-06
BATF	ENSG00000156127	chr14:75980000	2.17	2.508001
BATF2	ENSG00000168062	chr11:64760000	3.91	4.038001
BATF3	ENSG00000123685	chr1:212870000	1.17	1.502001
BAX	ENSG00000087088	chr19:49450000	62.84	54.042001
BAZ1A	ENSG00000198604	chr14:35340000	39.68	34.538001
BAZ1B	ENSG00000009954	chr7:72930000	102.99	87.040001
BAZ2A	ENSG00000076108	chr12:57030000	143.16	122.866001
BAZ2B	no_id	chr2:160560000	0.0	1e-06
BBC3	ENSG00000105327	chr19:47730000	1.51	1.856001
BBIP1	ENSG00000214413	chr10:112670000	14.45	13.396001
BBOX1	ENSG00000129151	Notinthiscell	0.0	1e-06
BBS1	ENSG00000174483	chr11:66270000	10.75	10.210001
BBS10	ENSG00000179941	chr12:76740000	0.81	1.130001
BBS12	ENSG00000181004	chr4:123650000	3.25	3.440001
BBS2	ENSG00000125124	chr16:56550000	18.73	17.310001
BBS4	ENSG00000140463	chr15:72970000	31.74	28.060001
BBS5	ENSG00000163093	chr2:170330000	2.38	2.714001
BBS7	ENSG00000138686	chr4:122790000	10.12	9.632001
BBS9	ENSG00000122507	chr7:33160000	2.82	3.064001
BBX	ENSG00000114439	chr3:107240000	4.17	4.258001
BCAM	ENSG00000187244	chr19:45310000	0.53	0.782001
BCAN	ENSG00000132692	Notinthiscell	1.9	2.230001
BCAP29	no_id	chr7:107220000	0.0	1e-06
BCAP31	ENSG00000185825	chrX:152990000	149.73	127.576001
BCAR1	ENSG00000050820	chr16:75300000	4.17	4.258001
BCAR3	ENSG00000137936	chr1:94310000	1.38	1.742001
BCAS2	ENSG00000116752	chr1:115120000	166.33	139.696001
BCAS3	ENSG00000141376	chr17:58750000	1.26	1.614001
BCAS4	ENSG00000124243	chr20:49410000	5.14	5.138001
BCAT1	ENSG00000060982	chr12:25100000	79.31	67.686001
BCAT2	ENSG00000105552	chr19:49310000	16.07	14.874001
BCCIP	ENSG00000107949	chr10:127510000	234.94	196.942001
BCDIN3D	ENSG00000186666	chr12:50230000	2.83	3.074001
BCHE	ENSG00000114200	chr3:165550000	0.08	0.122001
BCKDHA	ENSG00000248098	chr19:41900000	13.5	12.630001
BCKDHB	ENSG00000083123	chr6:80810000	7.91	7.540001
BCKDK	ENSG00000103507	chr16:31110000	15.3	14.220001
BCL10	ENSG00000142867	chr1:85740000	4.38	4.426001
BCL11A	ENSG00000119866	chr2:60780000	0.0	1e-06
BCL11B	ENSG00000127152	Notinthiscell	0.0	1e-06
BCL2	ENSG00000171791	chr18:60980000	0.18	0.286001
BCL2A1	ENSG00000140379	chr15:80260000	0.51	0.748001
BCL2L1	ENSG00000171552	chr20:30310000	258.14	214.078001
BCL2L10	ENSG00000137875	Notinthiscell	0.04	0.062001
BCL2L11	ENSG00000153094	chr2:111870000	17.98	16.648001
BCL2L12	ENSG00000126453	chr19:50160000	33.24	29.410001
BCL2L13	ENSG00000099968	chr22:18120000	68.38	58.820001
BCL2L14	no_id	Notinthiscell	0.0	1e-06
BCL2L15	ENSG00000188761	chr1:114430000	0.04	0.062001
BCL2L2	ENSG00000129473	chr14:23770000	5.62	5.564001
BCL3	ENSG00000069399	chr19:45250000	0.62	0.888001
BCL6	ENSG00000113916	chr3:187460000	1.16	1.488001
BCL6B	ENSG00000161940	chr17:6920000	1.97	2.278001
BCL7B	ENSG00000106635	chr7:72970000	34.03	30.156001
BCL7C	ENSG00000099385	chr16:30900000	7.2	6.944001
BCL9	ENSG00000116128	chr1:147010000	5.03	5.034001
BCL9L	ENSG00000186174	chr11:118780000	6.36	6.194001
BCLAF1	ENSG00000029363	chr6:136610000	98.13	83.794001
BCO2	ENSG00000197580	chr11:112040000	0.47	0.702001
BCOR	ENSG00000183337	chrX:40030000	89.77	76.218001
BCORL1	ENSG00000085185	chrX:129130000	7.17	6.908001
BCR	ENSG00000186716	chr22:23520000	82.77	70.934001
BCS1L	ENSG00000074582	chr2:219520000	52.02	44.256001
BDH1	no_id	chr3:197300000	0.0	1e-06
BDH2	ENSG00000164039	chr4:104020000	4.71	4.758001
BDKRB1	ENSG00000100739	Notinthiscell	0.0	1e-06
BDKRB2	ENSG00000168398	Notinthiscell	0.0	1e-06
BDNF	ENSG00000176697	chr11:27740000	0.0	1e-06
BDP1	no_id	chr5:70750000	0.0	1e-06
BEAN1	ENSG00000166546	Notinthiscell	0.0	1e-06
BECN1	ENSG00000126581	chr17:40970000	41.51	35.996001
BEGAIN	ENSG00000183092	Notinthiscell	0.31	0.476001
BEND3	ENSG00000178409	chr6:107430000	1.49	1.828001
BEND4	ENSG00000188848	chr4:42150000	0.0	1e-06
BEND5	ENSG00000162373	chr1:49240000	0.0	1e-06
BEND6	ENSG00000151917	chr6:56810000	1.67	2.046001
BEST1	ENSG00000167995	chr11:61710000	1.96	2.270001
BEST2	ENSG00000039987	Notinthiscell	0.0	1e-06
BET1	ENSG00000105829	chr7:93630000	11.95	11.278001
BET1L	ENSG00000177951	chr11:200000	40.71	35.396001
BEX1	ENSG00000133169	chrX:102310000	0.22	0.340001
BEX2	ENSG00000133134	chrX:102560000	3.87	3.984001
BEX4	ENSG00000102409	chrX:102470000	181.93	152.236001
BEX5	ENSG00000184515	chrX:101410000	1.26	1.614001
BFAR	no_id	chr16:14720000	0.0	1e-06
BFSP1	ENSG00000125864	chr20:17540000	0.29	0.446001
BGLAP	ENSG00000242252	chr1:156210000	0.06	0.092001
BGN	ENSG00000182492	Notinthiscell	0.0	1e-06
BHLHA15	ENSG00000180535	chr7:97840000	0.37	0.568001
BHLHB9	ENSG00000198908	chrX:101970000	1.02	1.354001
BHLHE22	ENSG00000180828	chr8:65490000	0.0	1e-06
BHLHE23	ENSG00000125533	BHLHE23	0.0	1e-06
BHLHE40	ENSG00000134107	chr3:5020000	72.46	61.964001
BHLHE41	ENSG00000123095	chr12:26270000	0.01	0.020001
BHMT2	ENSG00000132840	Notinthiscell	0.0	1e-06
BICC1	ENSG00000122870	Notinthiscell	0.0	1e-06
BICD1	ENSG00000151746	chr12:32260000	18.22	16.874001
BICD2	ENSG00000185963	chr9:95520000	13.21	12.368001
BID	ENSG00000015475	chr22:18250000	111.82	94.968001
BIK	ENSG00000100290	chr22:43500000	0.0	1e-06
BIN1	ENSG00000136717	chr2:127860000	0.75	1.052001
BIN2	ENSG00000110934	chr12:51710000	0.39	0.598001
BIN3	ENSG00000147439	chr8:22520000	36.43	32.146001
BIRC2	ENSG00000110330	chr11:102210000	17.55	16.222001
BIRC3	ENSG00000023445	chr11:102180000	0.12	0.196001
BIRC5	ENSG00000089685	chr17:76210000	54.02	45.878001
BIRC6	ENSG00000115760	chr2:32580000	42.89	37.196001
BIRC7	ENSG00000101197	chr20:61860000	0.19	0.298001
BIVM	ENSG00000134897	chr13:103450000	5.9	5.800001
BLCAP	ENSG00000166619	chr20:36150000	8.51	8.076001
BLK	ENSG00000136573	chr8:11350000	0.14	0.226001
BLM	ENSG00000197299	chr15:91260000	22.21	20.268001
BLMH	ENSG00000108578	chr17:28610000	168.64	141.700001
BLNK	ENSG00000095585	Notinthiscell	0.15	0.246001
BLOC1S1	ENSG00000135441	chr12:56100000	90.83	77.450001
BLOC1S2	ENSG00000196072	chr10:102040000	78.96	67.344001
BLOC1S3	ENSG00000189114	chr19:45680000	3.05	3.254001
BLOC1S4	ENSG00000186222	chr4:6710000	14.46	13.410001
BLOC1S5	ENSG00000188428	chr6:8060000	41.97	36.346001
BLOC1S6	ENSG00000104164	chr15:45870000	89.91	76.450001
BLVRA	ENSG00000106605	chr7:43790000	38.98	33.870001
BLVRB	ENSG00000090013	chr19:40970000	89.98	76.588001
BLZF1	ENSG00000117475	chr1:169330000	14.04	13.040001
BMF	ENSG00000104081	chr15:40400000	0.22	0.340001
BMI1	ENSG00000168283	chr10:22610000	42.59	36.922001
BMP1	ENSG00000168487	chr8:22020000	9.67	9.144001
BMP10	ENSG00000163217	chr2:69090000	0.44	0.660001
BMP2	ENSG00000125845	chr20:6740000	0.03	0.046001
BMP2K	ENSG00000138756	chr4:79690000	84.93	72.632001
BMP3	ENSG00000152785	Notinthiscell	0.0	1e-06
BMP4	ENSG00000125378	Notinthiscell	0.0	1e-06
BMP5	ENSG00000112175	Notinthiscell	0.0	1e-06
BMP7	ENSG00000101144	Notinthiscell	0.0	1e-06
BMP8A	ENSG00000183682	Notinthiscell	0.07	0.110001
BMP8B	ENSG00000116985	chr1:40250000	0.09	0.140001
BMPER	ENSG00000164619	Notinthiscell	0.1	0.156001
BMPR1A	ENSG00000107779	chr10:88510000	2.39	2.726001
BMPR1B	ENSG00000138696	Notinthiscell	0.03	0.046001
BMPR2	ENSG00000204217	chr2:203240000	1.18	1.516001
BMS1	ENSG00000165733	chr10:43270000	40.15	34.954001
BMX	ENSG00000102010	chrX:15510000	0.52	0.768001
BNC1	ENSG00000169594	Notinthiscell	0.0	1e-06
BNC2	ENSG00000173068	chr9:16870000	0.0	1e-06
BNIP1	ENSG00000113734	chr5:172570000	10.19	9.700001
BNIP2	ENSG00000140299	chr15:59980000	69.79	59.756001
BNIP3	ENSG00000176171	chr10:133790000	63.45	54.512001
BNIP3L	ENSG00000104765	chr8:26240000	60.39	51.690001
BNIPL	ENSG00000163141	Notinthiscell	0.29	0.446001
BOC	ENSG00000144857	chr3:112930000	0.0	1e-06
BOD1	ENSG00000145919	chr5:173040000	27.52	24.420001
BOD1L1	ENSG00000038219	chr4:13620000	12.23	11.518001
BOK	ENSG00000176720	chr2:242490000	0.71	0.994001
BOLA1	ENSG00000178096	chr1:149870000	0.05	0.080001
BOLA3	ENSG00000163170	chr2:74370000	133.09	113.398001
BOLL	ENSG00000152430	Notinthiscell	0.0	1e-06
BOP1	no_id	chr8:145510000	0.0	1e-06
BORA	ENSG00000136122	chr13:73300000	5.21	5.194001
BPGM	ENSG00000172331	chr7:134330000	15.94	14.776001
BPHL	ENSG00000137274	chr6:3110000	3.93	4.054001
BPI	ENSG00000101425	chr20:36930000	0.0	1e-06
BPIFC	ENSG00000184459	Notinthiscell	0.0	1e-06
BPNT1	ENSG00000162813	chr1:220260000	32.81	28.974001
BPTF	ENSG00000171634	chr17:65820000	44.48	38.332001
BRAF	ENSG00000157764	chr7:140620000	9.79	9.264001
BRAP	ENSG00000089234	chr12:112120000	26.76	23.894001
BRAT1	ENSG00000106009	chr7:2590000	9.54	9.036001
BRCA1	ENSG00000012048	chr17:41270000	89.78	76.270001
BRCA2	ENSG00000139618	chr13:32880000	5.99	5.854001
BRCC3	ENSG00000185515	chrX:154290000	22.76	20.638001
BRD2	no_id	chr6:32930000	0.0	1e-06
BRD3	ENSG00000169925	chr9:136930000	20.5	18.802001
BRD4	ENSG00000141867	chr19:15390000	38.26	33.456001
BRD7	ENSG00000166164	chr16:50400000	172.96	145.692001
BRD8	ENSG00000112983	chr5:137510000	291.12	243.406001
BRD9	ENSG00000028310	chr5:890000	44.07	38.042001
BRE	no_id	chr2:28110000	0.0	1e-06
BRF1	ENSG00000185024	chr14:105780000	9.47	8.980001
BRF2	ENSG00000104221	chr8:37700000	10.69	10.150001
BRI3	ENSG00000164713	chr7:97910000	18.47	17.080001
BRI3BP	ENSG00000184992	chr12:125470000	3.25	3.440001
BRICD5	ENSG00000182685	Notinthiscell	1.76	2.120001
BRINP1	ENSG00000078725	Notinthiscell	0.0	1e-06
BRINP3	ENSG00000162670	chr1:190440000	0.13	0.210001
BRIP1	ENSG00000136492	chr17:59940000	7.23	6.970001
BRIX1	ENSG00000113460	chr5:34910000	92.08	78.230001
BRK1	ENSG00000254999	chr3:10150000	58.71	50.206001
BRMS1	ENSG00000174744	chr11:66110000	49.81	42.558001
BRMS1L	ENSG00000100916	chr14:36290000	8.3	7.902001
BROX	ENSG00000162819	chr1:222880000	25.93	23.260001
BRPF1	ENSG00000156983	chr3:9770000	20.87	19.052001
BRPF3	ENSG00000096070	chr6:36160000	8.29	7.886001
BRSK1	ENSG00000160469	chr19:55790000	1.83	2.182001
BRSK2	ENSG00000174672	chr11:1410000	0.14	0.226001
BRWD1	ENSG00000185658	chr21:40680000	10.97	10.408001
BRWD3	ENSG00000165288	chrX:80060000	3.41	3.562001
BSCL2	ENSG00000168000	chr11:62470000	8.04	7.668001
BSDC1	ENSG00000160058	chr1:32860000	29.49	26.298001
BSG	ENSG00000172270	chr19:570000	460.8	385.922001
BSN	ENSG00000164061	chr3:49590000	0.29	0.446001
BSPRY	ENSG00000119411	chr9:116110000	0.63	0.902001
BST1	ENSG00000109743	chr4:15700000	0.0	1e-06
BST2	ENSG00000130303	chr19:17510000	159.87	134.888001
BSX	ENSG00000188909	BSX	0.0	1e-06
BTAF1	ENSG00000095564	chr10:93680000	11.58	10.918001
BTBD1	ENSG00000064726	chr15:83730000	43.71	37.736001
BTBD10	ENSG00000148925	chr11:13480000	12.5	11.746001
BTBD11	ENSG00000151136	Notinthiscell	0.0	1e-06
BTBD19	ENSG00000222009	chr1:45270000	0.36	0.550001
BTBD2	ENSG00000133243	chr19:2010000	10.55	10.016001
BTBD3	ENSG00000132640	chr20:11870000	7.15	6.892001
BTBD6	ENSG00000184887	chr14:105710000	0.0	1e-06
BTBD7	no_id	chr14:93790000	0.0	1e-06
BTBD8	no_id	chr1:92540000	0.0	1e-06
BTBD9	ENSG00000183826	chr6:38600000	0.8	1.118001
BTC	ENSG00000174808	Notinthiscell	0.0	1e-06
BTD	ENSG00000169814	chr3:15640000	4.45	4.492001
BTF3	ENSG00000145741	chr5:72790000	781.32	692.258001
BTF3L4	ENSG00000134717	chr1:52520000	41.2	35.720001
BTG1	ENSG00000133639	chr12:92530000	25.33	22.768001
BTG2	ENSG00000159388	chr1:203270000	2.15	2.486001
BTG3	no_id	chr21:18980000	0.0	1e-06
BTK	ENSG00000010671	chrX:100640000	47.22	40.650001
BTLA	ENSG00000186265	Notinthiscell	0.32	0.494001
BTN2A1	ENSG00000112763	chr6:26450000	11.14	10.562001
BTN2A2	ENSG00000124508	chr6:26380000	3.18	3.370001
BTN3A1	ENSG00000026950	chr6:26400000	2.9	3.128001
BTN3A2	ENSG00000186470	chr6:26360000	6.93	6.706001
BTN3A3	ENSG00000111801	chr6:26440000	0.75	1.052001
BTNL8	ENSG00000113303	Notinthiscell	0.33	0.508001
BTRC	ENSG00000166167	chr10:103110000	25.68	23.042001
BUB1	ENSG00000169679	chr2:111430000	40.07	34.850001
BUB1B	ENSG00000156970	chr15:40450000	123.69	104.140001
BUB3	ENSG00000154473	chr10:124910000	120.73	101.460001
BUD13	ENSG00000137656	chr11:116640000	31.58	27.912001
BUD31	ENSG00000106245	chr7:99000000	797.6	705.254001
BVES	ENSG00000112276	chr6:105580000	0.04	0.062001
BYSL	ENSG00000112578	chr6:41880000	107.82	91.662001
BZW1	ENSG00000082153	chr2:201670000	214.85	178.726001
BZW2	ENSG00000136261	chr7:16680000	288.48	239.974001
C10orf10	no_id	chr10:45470000	0.0	1e-06
C10orf107	no_id	Notinthiscell	0.0	1e-06
C10orf128	ENSG00000204161	chr10:50390000	177.66	149.506001
C10orf25	ENSG00000165511	chr10:45490000	0.14	0.226001
C10orf35	no_id	chr10:71390000	0.0	1e-06
C10orf54	no_id	chr10:73530000	0.0	1e-06
C10orf71	ENSG00000177354	chr10:50500000	1.97	2.278001
C10orf76	no_id	chr10:103810000	0.0	1e-06
C10orf88	ENSG00000119965	chr10:124710000	3.23	3.412001
C10orf90	ENSG00000154493	Notinthiscell	0.0	1e-06
C10orf91	ENSG00000180066	Notinthiscell	0.08	0.122001
C10orf95	ENSG00000120055	chr10:104210000	0.14	0.226001
C10orf99	ENSG00000188373	Notinthiscell	0.0	1e-06
C11orf1	ENSG00000137720	chr11:111740000	20.99	19.182001
C11orf21	ENSG00000110665	chr11:2320000	2.07	2.420001
C11orf24	ENSG00000171067	chr11:68030000	17.86	16.546001
C11orf31	no_id	chr11:57500000	0.0	1e-06
C11orf49	ENSG00000149179	chr11:46950000	7.16	6.900001
C11orf52	ENSG00000149300	chr11:111780000	0.66	0.936001
C11orf54	ENSG00000182919	chr11:93470000	10.57	10.034001
C11orf57	no_id	chr11:111940000	0.0	1e-06
C11orf58	ENSG00000110696	chr11:16760000	303.13	254.600001
C11orf63	no_id	Notinthiscell	0.0	1e-06
C11orf65	ENSG00000166323	chr11:108330000	1.37	1.734001
C11orf68	ENSG00000175573	chr11:65680000	4.85	4.876001
C11orf70	ENSG00000137691	Notinthiscell	0.0	1e-06
C11orf71	ENSG00000180425	chr11:114270000	1.33	1.688001
C11orf73	no_id	chr11:86010000	0.0	1e-06
C11orf74	ENSG00000166352	chr11:36610000	30.3	26.894001
C11orf80	ENSG00000173715	chr11:66510000	8.62	8.164001
C11orf84	no_id	chr11:63580000	0.0	1e-06
C11orf86	ENSG00000173237	Notinthiscell	0.0	1e-06
C11orf87	ENSG00000185742	Notinthiscell	0.0	1e-06
C11orf88	ENSG00000183644	Notinthiscell	0.0	1e-06
C11orf94	ENSG00000234776	Notinthiscell	0.0	1e-06
C12orf29	ENSG00000133641	chr12:88420000	29.85	26.570001
C12orf4	ENSG00000047621	chr12:4640000	11.99	11.294001
C12orf40	ENSG00000180116	chr12:40010000	4.4	4.442001
C12orf42	ENSG00000179088	Notinthiscell	0.0	1e-06
C12orf43	ENSG00000157895	chr12:121450000	18.61	17.206001
C12orf45	ENSG00000151131	chr12:105380000	37.95	33.262001
C12orf49	ENSG00000111412	chr12:117170000	7.18	6.916001
C12orf56	ENSG00000185306	chr12:64780000	0.49	0.726001
C12orf57	ENSG00000111678	chr12:7050000	32.01	28.282001
C12orf60	ENSG00000182993	chr12:14950000	0.33	0.508001
C12orf65	ENSG00000130921	chr12:123710000	42.71	37.004001
C12orf66	ENSG00000174206	chr12:64610000	1.09	1.422001
C12orf73	ENSG00000204954	chr12:104350000	22.21	20.268001
C12orf74	ENSG00000214215	Notinthiscell	0.03	0.046001
C12orf75	ENSG00000235162	chr12:105720000	0.56	0.814001
C12orf77	ENSG00000226397	Notinthiscell	0.0	1e-06
C14orf1	no_id	chr14:76120000	0.0	1e-06
C14orf105	no_id	Notinthiscell	0.0	1e-06
C14orf119	ENSG00000179933	chr14:23560000	42.01	36.442001
C14orf132	ENSG00000227051	chr14:96500000	0.0	1e-06
C14orf142	no_id	chr14:93670000	0.0	1e-06
C14orf159	no_id	chr14:91580000	0.0	1e-06
C14orf166	no_id	chr14:52450000	0.0	1e-06
C14orf178	ENSG00000197734	chr14:78220000	0.0	1e-06
C14orf2	no_id	chr14:104380000	0.0	1e-06
C14orf28	ENSG00000179476	chr14:45360000	0.42	0.630001
C14orf37	no_id	chr14:58610000	0.0	1e-06
C14orf39	ENSG00000179008	chr14:60950000	25.04	22.542001
C14orf79	no_id	chr14:105450000	0.0	1e-06
C14orf80	no_id	chr14:105950000	0.0	1e-06
C14orf93	ENSG00000100802	chr14:23470000	6.16	5.996001
C15orf38-AP3S2	ENSG00000250021	chr15:90450000	0.0	1e-06
C15orf39	ENSG00000167173	chr15:75490000	4.08	4.172001
C15orf40	ENSG00000169609	chr15:83680000	11.67	11.012001
C15orf41	ENSG00000186073	chr15:36870000	7.51	7.190001
C15orf48	ENSG00000166920	Notinthiscell	0.0	1e-06
C15orf52	no_id	chr15:40630000	0.0	1e-06
C15orf53	ENSG00000175779	chr15:38980000	0.0	1e-06
C15orf54	ENSG00000175746	Notinthiscell	0.0	1e-06
C15orf57	no_id	chr15:40850000	0.0	1e-06
C15orf61	ENSG00000189227	chr15:67810000	7.18	6.916001
C15orf62	ENSG00000188277	Notinthiscell	0.39	0.598001
C16orf13	no_id	chr16:680000	0.0	1e-06
C16orf45	no_id	chr16:15520000	0.0	1e-06
C16orf46	ENSG00000166455	chr16:81110000	0.25	0.386001
C16orf52	no_id	chr16:22010000	0.0	1e-06
C16orf54	ENSG00000185905	chr16:29750000	0.0	1e-06
C16orf58	ENSG00000140688	chr16:31510000	22.1	20.156001
C16orf59	no_id	chr16:2510000	0.0	1e-06
C16orf62	no_id	chr16:19560000	0.0	1e-06
C16orf70	ENSG00000125149	chr16:67140000	8.94	8.484001
C16orf71	ENSG00000166246	chr16:4780000	0.02	0.030001
C16orf72	ENSG00000182831	chr16:9180000	7.99	7.618001
C16orf74	ENSG00000154102	chr16:85780000	0.0	1e-06
C16orf86	ENSG00000159761	chr16:67700000	0.04	0.062001
C16orf87	ENSG00000155330	chr16:46860000	3.2	3.386001
C16orf89	ENSG00000153446	Notinthiscell	0.0	1e-06
C16orf91	ENSG00000174109	chr16:1470000	13.34	12.482001
