name	gene_id	bin	FPKM	expression
DNAJC24	ENSG00000170946	chr11:31390000	5.67	5.294001
DNAJC25	ENSG00000059769	chr9:114390000	5.01	4.682001
DNAJC25-GNG10	ENSG00000244115	chr9:114390000	0.01	0.008001
DNAJC27	ENSG00000115137	chr2:25190000	6.03	5.648001
DNAJC28	no_id	chr21:34860000	0.0	1e-06
DNAJC3	ENSG00000102580	chr13:96320000	25.93	25.286001
DNAJC30	ENSG00000176410	chr7:73090000	3.31	3.124001
DNAJC4	ENSG00000110011	chr11:63990000	36.35	36.284001
DNAJC5	ENSG00000101152	chr20:62520000	32.36	32.104001
DNAJC6	ENSG00000116675	chr1:65730000	0.78	0.772001
DNAJC7	ENSG00000168259	chr17:40160000	241.43	267.394001
DNAJC8	ENSG00000126698	chr1:28550000	69.67	75.042001
DNAL1	ENSG00000119661	chr14:74110000	4.6	4.324001
DNAL4	ENSG00000100246	chr22:39190000	9.42	8.896001
DNALI1	ENSG00000163879	Notinthiscell	0.16	0.136001
DNASE1	ENSG00000213918	Notinthiscell	6.06	5.672001
DNASE1L1	ENSG00000013563	chrX:153640000	5.52	5.152001
DNASE1L3	ENSG00000163687	chr3:58190000	29.87	29.344001
DNASE2	ENSG00000105612	chr19:12990000	20.49	19.644001
DNER	ENSG00000187957	chr2:230570000	0.0	1e-06
DNLZ	ENSG00000213221	chr9:139250000	4.16	3.920001
DNM1	ENSG00000106976	chr9:130960000	0.24	0.230001
DNM1L	ENSG00000087470	chr12:32830000	80.56	88.306001
DNM2	ENSG00000079805	chr19:10820000	150.57	165.038001
DNM3	ENSG00000197959	chr1:171810000	0.18	0.164001
DNMBP	ENSG00000107554	chr10:101760000	33.37	33.216001
DNMT1	ENSG00000130816	chr19:10300000	350.38	387.680001
DNMT3A	ENSG00000119772	chr2:25560000	15.27	14.690001
DNMT3B	ENSG00000088305	chr20:31350000	0.32	0.306001
DNMT3L	ENSG00000142182	Notinthiscell	0.31	0.300001
DNPEP	ENSG00000123992	chr2:220260000	28.42	27.942001
DNPH1	ENSG00000112667	chr6:43190000	6.75	6.384001
DNTTIP1	ENSG00000101457	chr20:44420000	18.2	17.424001
DNTTIP2	ENSG00000067334	chr1:94340000	58.59	61.442001
DOC2A	ENSG00000149927	chr16:30020000	0.25	0.238001
DOC2B	no_id	chr17:30000	0.0	1e-06
DOCK1	ENSG00000150760	Notinthiscell	0.0	1e-06
DOCK10	ENSG00000135905	chr2:225900000	69.52	74.946001
DOCK11	ENSG00000147251	chrX:117620000	9.13	8.600001
DOCK2	ENSG00000134516	chr5:169060000	160.43	174.752001
DOCK3	ENSG00000088538	Notinthiscell	0.05	0.036001
DOCK4	ENSG00000128512	chr7:111840000	1.61	1.548001
DOCK5	ENSG00000147459	chr8:25040000	0.95	0.940001
DOCK6	ENSG00000130158	chr19:11370000	23.92	23.200001
DOCK7	ENSG00000116641	chr1:63150000	11.48	10.828001
DOCK8	ENSG00000107099	chr9:210000	112.22	123.130001
DOCK9	ENSG00000088387	chr13:99730000	6.61	6.234001
DOHH	ENSG00000129932	chr19:3500000	5.2	4.874001
DOK1	ENSG00000115325	chr2:74770000	21.28	20.414001
DOK2	ENSG00000147443	chr8:21770000	4.67	4.382001
DOK3	ENSG00000146094	chr5:176930000	24.6	23.924001
DOK4	ENSG00000125170	chr16:57520000	1.8	1.752001
DOK5	ENSG00000101134	chr20:53090000	0.0	1e-06
DOK6	ENSG00000206052	Notinthiscell	0.21	0.202001
DOLK	ENSG00000175283	chr9:131710000	2.03	1.938001
DOLPP1	ENSG00000167130	chr9:131840000	6.62	6.254001
DONSON	ENSG00000159147	chr21:34960000	8.8	8.282001
DOPEY1	ENSG00000083097	chr6:83770000	7.23	6.836001
DOPEY2	ENSG00000142197	chr21:37520000	1.67	1.590001
DOT1L	ENSG00000104885	chr19:2160000	68.66	73.638001
DPAGT1	ENSG00000172269	chr11:118970000	7.42	7.050001
DPCD	ENSG00000166171	chr10:103340000	33.5	33.378001
DPEP1	ENSG00000015413	Notinthiscell	0.0	1e-06
DPEP2	ENSG00000167261	Notinthiscell	3.0	2.844001
DPEP3	ENSG00000141096	Notinthiscell	0.19	0.180001
DPF1	ENSG00000011332	chr19:38720000	4.33	4.054001
DPF2	ENSG00000133884	chr11:65100000	45.6	46.724001
DPF3	ENSG00000205683	chr14:73360000	0.97	0.958001
DPH1	ENSG00000108963	chr17:1930000	9.06	8.548001
DPH2	ENSG00000132768	chr1:44430000	23.63	22.902001
DPH3	ENSG00000154813	chr3:16300000	3.88	3.664001
DPH5	ENSG00000117543	chr1:101490000	44.13	45.030001
DPH6	ENSG00000134146	chr15:35830000	4.83	4.512001
DPH7	ENSG00000148399	chr9:140470000	19.77	18.994001
DPM1	ENSG00000000419	chr20:49570000	31.52	31.138001
DPM3	ENSG00000179085	chr1:155110000	8.99	8.470001
DPP10	ENSG00000175497	chr2:115190000	0.0	1e-06
DPP3	ENSG00000254986	chr11:66240000	41.9	42.334001
DPP4	ENSG00000197635	chr2:162930000	18.49	17.716001
DPP6	no_id	chr7:153580000	0.0	1e-06
DPP7	ENSG00000176978	chr9:140000000	44.37	45.354001
DPP8	ENSG00000074603	chr15:65810000	10.57	9.956001
DPP9	ENSG00000142002	chr19:4720000	27.72	27.040001
DPRX	ENSG00000204595	DPRX	0.0	1e-06
DPT	ENSG00000143196	Notinthiscell	0.0	1e-06
DPY19L1	ENSG00000173852	chr7:35070000	1.71	1.638001
DPY19L2	ENSG00000177990	chr12:64060000	0.2	0.190001
DPY19L3	ENSG00000178904	chr19:32890000	8.96	8.450001
DPY19L4	ENSG00000156162	chr8:95730000	9.55	9.022001
DPY30	ENSG00000162961	chr2:32260000	89.9	100.670001
DPYD	ENSG00000188641	chr1:98380000	5.72	5.340001
DPYSL2	ENSG00000092964	chr8:26370000	10.51	9.872001
DPYSL3	ENSG00000113657	Notinthiscell	0.07	0.052001
DPYSL4	ENSG00000151640	Notinthiscell	0.88	0.866001
DPYSL5	ENSG00000157851	Notinthiscell	0.0	1e-06
DQX1	ENSG00000144045	Notinthiscell	1.19	1.168001
DR1	ENSG00000117505	chr1:93810000	12.65	11.998001
DRAM1	ENSG00000136048	chr12:102270000	9.41	8.872001
DRAM2	ENSG00000156171	chr1:111680000	162.76	176.476001
DRAP1	ENSG00000175550	chr11:65680000	46.81	47.868001
DRAXIN	ENSG00000162490	chr1:11750000	0.01	0.008001
DRC1	ENSG00000157856	Notinthiscell	0.29	0.278001
DRD2	ENSG00000149295	Notinthiscell	0.13	0.106001
DRG1	ENSG00000185721	chr22:31790000	58.31	61.138001
DRG2	ENSG00000108591	chr17:17990000	36.54	36.442001
DRGX	ENSG00000165606	DRGX	0.0	1e-06
DROSHA	ENSG00000113360	chr5:31530000	55.84	57.996001
DRP2	ENSG00000102385	Notinthiscell	0.09	0.068001
DSC1	ENSG00000134765	Notinthiscell	0.02	0.010001
DSC2	ENSG00000134755	Notinthiscell	1.86	1.808001
DSC3	ENSG00000134762	Notinthiscell	0.61	0.604001
DSCAM	ENSG00000171587	Notinthiscell	0.0	1e-06
DSCAML1	ENSG00000177103	chr11:117660000	0.16	0.136001
DSCC1	ENSG00000136982	chr8:120860000	7.48	7.110001
DSCR3	no_id	chr21:38630000	0.0	1e-06
DSCR4	ENSG00000184029	chr21:39490000	0.0	1e-06
DSCR8	ENSG00000198054	chr21:39490000	0.0	1e-06
DSE	no_id	chr6:116570000	0.0	1e-06
DSEL	no_id	Notinthiscell	0.0	1e-06
DSG1	ENSG00000134760	Notinthiscell	0.17	0.150001
DSG2	ENSG00000046604	chr18:29070000	22.88	21.976001
DSG3	ENSG00000134757	Notinthiscell	0.01	0.008001
DSN1	ENSG00000149636	chr20:35400000	12.25	11.616001
DSP	ENSG00000096696	Notinthiscell	0.04	0.024001
DST	ENSG00000151914	chr6:56810000	123.83	136.216001
DSTN	ENSG00000125868	chr20:17550000	52.08	53.592001
DSTYK	ENSG00000133059	chr1:205180000	1.04	1.026001
DTD1	ENSG00000125821	chr20:18560000	52.34	53.802001
DTD2	ENSG00000129480	chr14:31920000	3.89	3.674001
DTHD1	ENSG00000197057	chr4:36280000	0.52	0.516001
DTL	ENSG00000143476	chr1:212200000	10.79	10.198001
DTNA	ENSG00000134769	chr18:32070000	0.26	0.250001
DTNB	ENSG00000138101	chr2:25890000	18.76	17.964001
DTNBP1	ENSG00000047579	chr6:15660000	26.26	25.562001
DTWD1	ENSG00000104047	chr15:49910000	2.54	2.410001
DTWD2	ENSG00000169570	chr5:118320000	1.55	1.500001
DTX1	ENSG00000135144	chr12:113490000	12.29	11.648001
DTX3	ENSG00000178498	chr12:57990000	14.29	13.834001
DTX3L	ENSG00000163840	chr3:122280000	12.34	11.714001
DTX4	ENSG00000110042	chr11:58930000	13.11	12.526001
DTYMK	ENSG00000168393	chr2:242620000	33.06	32.866001
DUOX1	ENSG00000137857	Notinthiscell	0.22	0.214001
DUOXA1	ENSG00000140254	Notinthiscell	0.13	0.106001
DUS1L	ENSG00000169718	chr17:80020000	40.41	40.668001
DUS2	ENSG00000167264	chr16:68050000	32.32	32.072001
DUS3L	ENSG00000141994	chr19:5790000	32.94	32.726001
DUS4L	no_id	chr7:107200000	0.0	1e-06
DUSP1	ENSG00000120129	chr5:172190000	1.35	1.322001
DUSP10	ENSG00000143507	chr1:221910000	9.44	8.922001
DUSP11	ENSG00000144048	chr2:74000000	12.22	11.570001
DUSP12	ENSG00000081721	chr1:161710000	10.52	9.882001
DUSP13	ENSG00000079393	Notinthiscell	0.24	0.230001
DUSP14	no_id	chr17:35840000	0.0	1e-06
DUSP15	ENSG00000149599	chr20:30450000	0.81	0.800001
DUSP16	no_id	chr12:12710000	0.0	1e-06
DUSP18	ENSG00000167065	chr22:31060000	2.01	1.914001
DUSP19	ENSG00000162999	chr2:183940000	0.95	0.940001
DUSP2	ENSG00000158050	chr2:96810000	40.01	40.198001
DUSP21	ENSG00000189037	Notinthiscell	0.0	1e-06
DUSP22	ENSG00000112679	chr6:290000	172.68	188.442001
DUSP23	ENSG00000158716	chr1:159750000	3.65	3.434001
DUSP26	ENSG00000133878	Notinthiscell	0.04	0.024001
DUSP27	ENSG00000198842	Notinthiscell	0.0	1e-06
DUSP28	ENSG00000188542	chr2:241490000	1.69	1.618001
DUSP3	ENSG00000108861	chr17:41850000	5.55	5.190001
DUSP4	ENSG00000120875	chr8:29200000	11.13	10.476001
DUSP5	ENSG00000138166	chr10:112250000	19.99	19.212001
DUSP6	ENSG00000139318	Notinthiscell	0.0	1e-06
DUSP7	ENSG00000164086	chr3:52090000	2.67	2.548001
DUSP8	no_id	Notinthiscell	0.0	1e-06
DUSP9	ENSG00000130829	Notinthiscell	0.0	1e-06
DUT	ENSG00000128951	chr15:48620000	75.81	82.546001
DUXA	ENSG00000258873	DUXA	0.0	1e-06
DVL1	ENSG00000107404	chr1:1280000	7.7	7.314001
DVL2	ENSG00000004975	chr17:7130000	43.01	43.732001
DVL3	ENSG00000161202	chr3:183870000	57.37	60.032001
DXO	no_id	chr6:31940000	0.0	1e-06
DYDC2	ENSG00000133665	Notinthiscell	0.0	1e-06
DYM	ENSG00000141627	chr18:46980000	49.82	50.926001
DYNC1H1	ENSG00000197102	chr14:102430000	175.12	190.370001
DYNC1I1	ENSG00000158560	chr7:95400000	0.0	1e-06
DYNC1I2	ENSG00000077380	chr2:172540000	73.15	79.304001
DYNC1LI1	ENSG00000144635	chr3:32610000	24.13	23.404001
DYNC1LI2	ENSG00000135720	chr16:66780000	32.87	32.624001
DYNC2H1	ENSG00000187240	chr11:102980000	0.37	0.360001
DYNC2LI1	ENSG00000138036	chr2:44000000	7.65	7.258001
DYNLL1	ENSG00000088986	chr12:120900000	193.96	214.694001
DYNLL2	ENSG00000264364	chr17:56160000	5.49	5.128001
DYNLRB1	ENSG00000125971	chr20:33100000	42.79	43.290001
DYNLRB2	ENSG00000168589	Notinthiscell	0.0	1e-06
DYNLT1	ENSG00000146425	chr6:159060000	30.18	29.702001
DYNLT3	ENSG00000165169	chrX:37700000	3.17	2.998001
DYRK1A	ENSG00000157540	chr21:38730000	19.63	18.874001
DYRK1B	no_id	chr19:40320000	0.0	1e-06
DYRK2	ENSG00000127334	chr12:68040000	20.99	20.116001
DYRK3	ENSG00000143479	chr1:206800000	4.99	4.650001
DYRK4	ENSG00000010219	chr12:4690000	23.49	22.728001
DYSF	ENSG00000135636	Notinthiscell	0.04	0.024001
DYX1C1	no_id	chr15:55800000	0.0	1e-06
DZANK1	ENSG00000089091	chr20:18440000	3.54	3.340001
DZIP1	ENSG00000134874	chr13:96290000	7.82	7.418001
DZIP1L	ENSG00000158163	Notinthiscell	0.02	0.010001
DZIP3	ENSG00000198919	chr3:108300000	12.14	11.518001
E2F1	ENSG00000101412	chr20:32270000	19.79	19.038001
E2F2	no_id	chr1:23850000	0.0	1e-06
E2F3	ENSG00000112242	chr6:20400000	2.7	2.582001
E2F4	ENSG00000205250	chr16:67220000	100.87	111.874001
E2F5	ENSG00000133740	chr8:86080000	18.38	17.614001
E2F6	ENSG00000169016	chr2:11600000	14.43	13.962001
E2F7	ENSG00000165891	chr12:77450000	8.13	7.710001
E2F8	ENSG00000129173	chr11:19260000	7.34	6.944001
E4F1	ENSG00000167967	chr16:2270000	13.89	13.376001
EAF1	ENSG00000144597	chr3:15460000	10.26	9.650001
EAF2	ENSG00000145088	chr3:121550000	30.82	30.318001
EAPP	ENSG00000129518	chr14:35000000	22.13	21.204001
EARS2	ENSG00000103356	chr16:23560000	9.86	9.338001
EBAG9	ENSG00000147654	chr8:110550000	33.02	32.820001
EBF1	ENSG00000164330	chr5:158520000	4.8	4.490001
EBF4	ENSG00000088881	Notinthiscell	0.0	1e-06
EBI3	ENSG00000105246	chr19:4220000	77.54	84.966001
EBNA1BP2	ENSG00000117395	chr1:43630000	104.92	115.920001
EBP	ENSG00000147155	chrX:48380000	64.2	68.264001
EBPL	ENSG00000123179	chr13:50260000	14.19	13.724001
ECD	ENSG00000122882	chr10:74920000	29.78	29.302001
ECE1	ENSG00000117298	chr1:21670000	19.0	18.220001
ECE2	ENSG00000145194	chr3:183960000	1.58	1.526001
ECEL1	ENSG00000171551	Notinthiscell	0.0	1e-06
ECH1	no_id	chr19:39320000	0.0	1e-06
ECHDC1	ENSG00000093144	chr6:127660000	76.03	82.788001
ECHDC2	ENSG00000121310	chr1:53380000	17.73	16.950001
ECHDC3	ENSG00000134463	chr10:11780000	2.88	2.738001
ECHS1	ENSG00000127884	chr10:135180000	38.02	37.988001
ECI1	ENSG00000167969	chr16:2300000	27.37	26.712001
ECI2	ENSG00000198721	chr6:4130000	46.35	47.378001
ECM1	ENSG00000143369	Notinthiscell	0.3	0.290001
ECM2	ENSG00000106823	Notinthiscell	0.04	0.024001
ECSCR	ENSG00000249751	Notinthiscell	0.0	1e-06
ECSIT	ENSG00000130159	chr19:11630000	22.84	21.946001
ECT2	ENSG00000114346	chr3:172460000	8.08	7.658001
ECT2L	ENSG00000203734	Notinthiscell	0.03	0.014001
EDA	ENSG00000158813	Notinthiscell	0.0	1e-06
EDA2R	ENSG00000131080	chrX:65850000	2.68	2.560001
EDAR	ENSG00000135960	Notinthiscell	0.0	1e-06
EDARADD	ENSG00000186197	chr1:236550000	2.31	2.214001
EDC3	ENSG00000179151	chr15:74980000	14.76	14.276001
EDC4	ENSG00000038358	chr16:67900000	82.04	90.512001
EDEM1	ENSG00000134109	chr3:5220000	53.58	55.488001
EDEM2	ENSG00000088298	chr20:33730000	16.57	15.912001
EDEM3	ENSG00000116406	chr1:184720000	20.86	19.980001
EDF1	ENSG00000107223	chr9:139760000	688.16	686.876001
EDIL3	ENSG00000164176	Notinthiscell	0.06	0.042001
EDN1	ENSG00000078401	chr6:12290000	1.19	1.168001
EDN2	ENSG00000127129	Notinthiscell	0.13	0.106001
EDNRA	ENSG00000151617	Notinthiscell	0.11	0.088001
EDNRB	ENSG00000136160	Notinthiscell	0.0	1e-06
EDRF1	ENSG00000107938	chr10:127400000	13.9	13.386001
EEA1	ENSG00000102189	chr12:93320000	19.58	18.822001
EED	ENSG00000074266	chr11:85950000	54.66	56.652001
EEF1A1	ENSG00000156508	chr6:74230000	18813.77	16710.024001
EEF1A2	ENSG00000101210	chr20:62130000	0.66	0.652001
EEF1B2	no_id	chr2:207020000	0.0	1e-06
EEF1D	no_id	chr8:144670000	0.0	1e-06
EEF1E1	ENSG00000124802	chr6:8100000	8.41	7.938001
EEF1G	ENSG00000254772	chr11:62340000	1395.34	1233.694001
EEF2	ENSG00000167658	chr19:3980000	6651.81	6085.030001
EEF2K	ENSG00000103319	chr16:22210000	18.04	17.242001
EEFSEC	ENSG00000132394	chr3:127870000	19.35	18.592001
EEPD1	ENSG00000122547	chr7:36190000	0.12	0.096001
EFCAB1	ENSG00000034239	Notinthiscell	0.0	1e-06
EFCAB10	ENSG00000185055	chr7:105220000	0.25	0.238001
EFCAB11	ENSG00000140025	chr14:90420000	13.77	13.238001
EFCAB12	ENSG00000172771	chr3:129140000	0.46	0.460001
EFCAB13	ENSG00000178852	chr17:45400000	4.77	4.468001
EFCAB14	ENSG00000159658	chr1:47180000	44.22	45.146001
EFCAB2	ENSG00000203666	chr1:245130000	1.25	1.228001
EFCAB5	ENSG00000176927	chr17:28250000	0.19	0.180001
EFCAB6	ENSG00000186976	chr22:44200000	0.47	0.468001
EFCAB7	ENSG00000203965	chr1:63980000	3.4	3.200001
EFCC1	ENSG00000114654	Notinthiscell	0.0	1e-06
EFEMP1	ENSG00000115380	chr2:56150000	0.17	0.150001
EFEMP2	ENSG00000172638	chr11:65640000	7.88	7.478001
EFHB	ENSG00000163576	Notinthiscell	0.29	0.278001
EFHC1	ENSG00000096093	chr6:52280000	3.09	2.926001
EFHC2	ENSG00000183690	chrX:44200000	0.0	1e-06
EFHD1	ENSG00000115468	chr2:233470000	0.0	1e-06
EFHD2	ENSG00000142634	chr1:15730000	50.64	51.770001
EFNA1	ENSG00000169242	chr1:155100000	0.16	0.136001
EFNA2	ENSG00000099617	Notinthiscell	0.0	1e-06
EFNA3	ENSG00000143590	chr1:155050000	2.66	2.538001
EFNA4	ENSG00000243364	chr1:155030000	5.72	5.340001
EFNA5	ENSG00000184349	chr5:107000000	10.05	9.486001
EFNB1	ENSG00000090776	chrX:68040000	0.9	0.882001
EFNB3	ENSG00000108947	Notinthiscell	0.0	1e-06
EFR3A	ENSG00000132294	chr8:132910000	24.11	23.390001
EFR3B	ENSG00000084710	chr2:25260000	2.35	2.250001
EFS	ENSG00000100842	Notinthiscell	0.03	0.014001
EFTUD2	ENSG00000108883	chr17:42970000	177.94	194.208001
EGF	ENSG00000138798	Notinthiscell	0.05	0.036001
EGFL7	ENSG00000172889	chr9:139550000	0.24	0.230001
EGFLAM	ENSG00000164318	Notinthiscell	0.0	1e-06
EGFR	ENSG00000146648	Notinthiscell	0.02	0.010001
EGLN2	ENSG00000269858	chr19:41300000	17.26	16.546001
EGLN3	ENSG00000129521	chr14:34420000	8.09	7.664001
EGR1	ENSG00000120738	chr5:137800000	6.9	6.534001
EGR2	ENSG00000122877	chr10:64570000	9.2	8.652001
EGR3	ENSG00000179388	chr8:22550000	4.54	4.252001
EGR4	ENSG00000135625	chr2:73520000	0.03	0.014001
EHBP1	ENSG00000115504	chr2:62900000	58.04	60.910001
EHBP1L1	ENSG00000173442	chr11:65340000	63.53	67.592001
EHD1	ENSG00000110047	chr11:64640000	212.18	233.142001
EHD2	ENSG00000024422	chr19:48210000	0.02	0.010001
EHD3	ENSG00000013016	chr2:31450000	0.72	0.714001
EHD4	ENSG00000103966	chr15:42260000	30.26	29.802001
EHF	ENSG00000135373	Notinthiscell	0.0	1e-06
EHHADH	ENSG00000113790	chr3:184970000	5.98	5.604001
EHMT1	ENSG00000181090	chr9:140510000	132.16	145.402001
EHMT2	no_id	chr6:31860000	0.0	1e-06
EI24	ENSG00000149547	chr11:125430000	53.97	55.808001
EID1	ENSG00000255302	chr15:49170000	111.74	122.596001
EID2	ENSG00000176396	chr19:40030000	2.68	2.560001
EID2B	ENSG00000176401	chr19:40020000	0.89	0.880001
EID3	ENSG00000255150	chr12:104690000	1.47	1.438001
EIF1	ENSG00000173812	chr17:39840000	1084.75	950.940001
EIF1AD	ENSG00000175376	chr11:65760000	27.0	26.304001
EIF1AX	ENSG00000173674	chrX:20150000	250.09	277.556001
EIF1B	ENSG00000114784	chr3:40350000	88.66	99.562001
EIF2A	ENSG00000144895	chr3:150260000	335.29	369.694001
EIF2AK1	ENSG00000086232	chr7:6090000	93.63	104.640001
EIF2AK2	ENSG00000055332	chr2:37380000	33.49	33.342001
EIF2AK3	ENSG00000172071	chr2:88920000	63.51	67.560001
EIF2AK4	ENSG00000128829	chr15:40220000	20.73	19.878001
EIF2B1	ENSG00000111361	chr12:124110000	23.18	22.370001
EIF2B2	ENSG00000119718	chr14:75460000	15.61	15.004001
EIF2B3	ENSG00000070785	chr1:45450000	20.35	19.500001
EIF2B4	ENSG00000115211	chr2:27590000	17.47	16.714001
EIF2B5	ENSG00000145191	chr3:183850000	62.18	65.686001
EIF2D	ENSG00000143486	chr1:206780000	82.54	91.064001
EIF2S1	ENSG00000134001	chr14:67820000	105.62	116.600001
EIF2S2	ENSG00000125977	chr20:32700000	101.15	112.096001
EIF2S3	ENSG00000130741	chrX:24070000	196.7	216.132001
EIF3A	ENSG00000107581	chr10:120840000	149.62	163.754001
EIF3B	ENSG00000106263	chr7:2390000	293.14	324.450001
EIF3C	ENSG00000184110	chr16:28690000	542.46	568.322001
EIF3D	ENSG00000100353	chr22:36920000	1007.77	909.092001
EIF3E	ENSG00000104408	chr8:109260000	463.21	507.602001
EIF3F	no_id	chr11:8000000	0.0	1e-06
EIF3G	ENSG00000130811	chr19:10230000	249.34	277.124001
EIF3H	ENSG00000147677	chr8:117760000	533.95	560.432001
EIF3I	ENSG00000084623	chr1:32680000	709.88	700.190001
EIF3J	ENSG00000104131	chr15:44820000	61.11	64.028001
EIF3K	no_id	chr19:39100000	0.0	1e-06
EIF3L	ENSG00000100129	chr22:38240000	865.28	801.746001
EIF3M	ENSG00000149100	chr11:32600000	379.4	415.712001
EIF4A1	ENSG00000161960	chr17:7470000	892.32	823.430001
EIF4A2	ENSG00000156976	chr3:186500000	230.24	251.838001
EIF4A3	ENSG00000141543	chr17:78120000	53.69	55.620001
EIF4B	ENSG00000063046	chr12:53400000	807.36	761.604001
EIF4E	ENSG00000151247	chr4:99850000	78.34	85.930001
EIF4E3	ENSG00000163412	Notinthiscell	0.28	0.272001
EIF4EBP1	ENSG00000187840	chr8:37880000	29.68	29.226001
EIF4EBP2	ENSG00000148730	chr10:72160000	18.44	17.678001
EIF4EBP3	ENSG00000243056	chr5:139920000	6.85	6.474001
EIF4ENIF1	ENSG00000184708	chr22:31880000	35.78	35.888001
EIF4G1	ENSG00000114867	chr3:184030000	190.96	210.434001
EIF4G2	ENSG00000110321	chr11:10830000	489.35	524.834001
EIF4G3	ENSG00000075151	chr1:21500000	37.99	37.908001
EIF4H	ENSG00000106682	chr7:73580000	490.69	528.362001
EIF5	ENSG00000100664	chr14:103800000	96.06	107.258001
EIF5A	ENSG00000132507	chr17:7210000	932.53	863.478001
EIF5A2	ENSG00000163577	chr3:170620000	0.68	0.672001
EIF5AL1	ENSG00000253626	chr10:81270000	3.73	3.518001
EIF5B	ENSG00000158417	chr2:99950000	75.26	81.880001
EIF6	ENSG00000242372	chr20:33870000	35.73	35.806001
ELAC1	ENSG00000141642	chr18:48490000	3.56	3.362001
ELAC2	ENSG00000006744	chr17:12920000	19.93	19.182001
ELANE	no_id	Notinthiscell	0.0	1e-06
ELAVL1	ENSG00000066044	chr19:8070000	139.46	152.524001
ELAVL2	ENSG00000107105	chr9:23820000	0.08	0.058001
ELAVL3	ENSG00000196361	chr19:11590000	0.02	0.010001
ELAVL4	ENSG00000162374	chr1:50510000	0.0	1e-06
ELF1	ENSG00000120690	chr13:41590000	33.15	32.968001
ELF2	ENSG00000109381	chr4:140060000	15.76	15.166001
ELF3	ENSG00000163435	chr1:201970000	0.52	0.516001
ELF4	ENSG00000102034	chrX:129240000	34.22	34.292001
ELF5	ENSG00000135374	Notinthiscell	0.0	1e-06
ELFN2	no_id	Notinthiscell	0.0	1e-06
ELK1	ENSG00000126767	chrX:47510000	23.72	23.014001
ELK3	ENSG00000111145	chr12:96580000	4.63	4.342001
ELK4	ENSG00000158711	chr1:205600000	26.43	25.820001
ELL	ENSG00000105656	chr19:18630000	11.73	11.056001
ELL2	ENSG00000118985	chr5:95290000	84.26	93.034001
ELMO1	ENSG00000155849	chr7:37480000	101.35	112.452001
ELMO2	ENSG00000062598	chr20:45030000	17.97	17.178001
ELMO3	ENSG00000102890	Notinthiscell	1.09	1.082001
ELMOD1	ENSG00000110675	Notinthiscell	0.0	1e-06
ELMOD2	ENSG00000179387	chr4:141440000	6.74	6.368001
ELMOD3	ENSG00000115459	chr2:85580000	7.03	6.652001
ELMSAN1	ENSG00000156030	chr14:74250000	28.81	28.376001
ELN	ENSG00000049540	chr7:73440000	0.0	1e-06
ELOF1	ENSG00000130165	chr19:11670000	16.13	15.542001
ELOVL1	ENSG00000066322	chr1:43830000	35.09	35.120001
ELOVL2	ENSG00000197977	Notinthiscell	0.0	1e-06
ELOVL4	ENSG00000118402	chr6:80650000	0.05	0.036001
ELOVL5	ENSG00000012660	chr6:53210000	27.44	26.780001
ELOVL6	ENSG00000170522	chr4:111110000	8.39	7.914001
ELOVL7	ENSG00000164181	chr5:60140000	0.23	0.220001
ELP2	ENSG00000134759	chr18:33700000	288.34	316.530001
ELP3	ENSG00000134014	chr8:27940000	21.67	20.802001
ELP4	ENSG00000109911	chr11:31530000	3.97	3.752001
ELP5	ENSG00000170291	chr17:7150000	24.3	23.644001
ELP6	ENSG00000163832	chr3:47550000	16.49	15.842001
EMB	ENSG00000170571	chr5:49730000	1.77	1.720001
EMC1	ENSG00000127463	chr1:19570000	19.79	19.038001
EMC10	ENSG00000161671	chr19:50970000	8.4	7.922001
EMC2	ENSG00000104412	chr8:109450000	71.44	77.350001
EMC3	ENSG00000125037	chr3:10050000	18.94	18.160001
EMC4	ENSG00000128463	chr15:34510000	23.66	22.942001
EMC6	ENSG00000127774	chr17:3570000	18.02	17.210001
EMC7	ENSG00000134153	chr15:34390000	47.55	48.504001
EMC8	ENSG00000131148	chr16:85830000	12.41	11.804001
EMC9	ENSG00000100908	chr14:24610000	25.33	24.708001
EMCN	ENSG00000164035	Notinthiscell	0.0	1e-06
EMD	ENSG00000102119	chrX:153600000	57.72	60.442001
EME1	ENSG00000154920	chr17:48450000	25.32	24.698001
EMG1	ENSG00000126749	chr12:7070000	32.91	32.700001
EMID1	ENSG00000186998	chr22:29600000	4.15	3.918001
EMILIN1	ENSG00000138080	Notinthiscell	0.17	0.150001
EMILIN2	ENSG00000132205	chr18:2840000	4.25	3.990001
EML1	ENSG00000066629	chr14:100250000	0.43	0.428001
EML2	ENSG00000125746	chr19:46140000	33.75	33.788001
EML3	ENSG00000149499	chr11:62380000	31.72	31.290001
EML4	ENSG00000143924	chr2:42390000	64.79	68.868001
EML5	ENSG00000165521	Notinthiscell	0.17	0.150001
EMP1	ENSG00000134531	Notinthiscell	0.03	0.014001
EMP2	ENSG00000213853	chr16:10670000	0.52	0.516001
EMP3	ENSG00000142227	chr19:48820000	46.55	47.608001
EMX1	ENSG00000135638	chr2:73140000	1.17	1.156001
EMX2	ENSG00000170370	chr10:119300000	0.0	1e-06
EN1	ENSG00000163064	Notinthiscell	0.0	1e-06
EN2	ENSG00000164778	EN2	0.0	1e-06
ENAH	ENSG00000154380	chr1:225840000	0.21	0.202001
ENC1	ENSG00000171617	chr5:73930000	16.04	15.452001
